Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-16,00:05:00,2.84601,2.84695,2.84562,2.84574,0,0
2016-02-16,00:10:00,2.84541,2.84737,2.84541,2.84638,0,0
2016-02-16,00:15:00,2.84629,2.84829,2.84526,2.84777,0,0
2016-02-16,00:20:00,2.84821,2.84839,2.84754,2.84776,0,0
2016-02-16,00:25:00,2.84774,2.84837,2.84774,2.84837,0,0
2016-02-16,00:30:00,2.84834,2.84873,2.84775,2.84779,0,0
2016-02-16,00:35:00,2.84775,2.84798,2.84723,2.84733,0,0
2016-02-16,00:40:00,2.8473,2.8473,2.84661,2.84671,0,0
2016-02-16,00:45:00,2.84704,2.84739,2.84695,2.84716,0,0
2016-02-16,00:50:00,2.84715,2.84732,2.84698,2.84718,0,0
2016-02-16,00:55:00,2.8472,2.84771,2.84666,2.84731,0,0
2016-02-16,01:00:00,2.8474,2.84757,2.84442,2.84502,0,0
2016-02-16,01:05:00,2.84502,2.84771,2.84491,2.84712,0,0
2016-02-16,01:10:00,2.84669,2.84724,2.8456,2.84632,0,0
2016-02-16,01:15:00,2.84631,2.84976,2.84626,2.84976,0,0
2016-02-16,01:20:00,2.84985,2.84985,2.84843,2.84921,0,0
2016-02-16,01:25:00,2.84921,2.85468,2.84921,2.85432,0,0
2016-02-16,01:30:00,2.85418,2.85485,2.854,2.85485,0,0
2016-02-16,01:35:00,2.85481,2.85688,2.85466,2.85657,0,0
2016-02-16,01:40:00,2.85652,2.85889,2.85652,2.85803,0,0
2016-02-16,01:45:00,2.85801,2.85893,2.85713,2.85761,0,0
2016-02-16,01:50:00,2.85757,2.85844,2.85652,2.85703,0,0
2016-02-16,01:55:00,2.8572,2.8572,2.85527,2.85586,0,0
2016-02-16,02:00:00,2.85604,2.8565,2.85381,2.85388,0,0
2016-02-16,02:05:00,2.85379,2.85633,2.85313,2.85369,0,0
2016-02-16,02:10:00,2.85377,2.85478,2.85254,2.85283,0,0
2016-02-16,02:15:00,2.85283,2.8542,2.85283,2.85368,0,0
2016-02-16,02:20:00,2.8537,2.85446,2.85185,2.85254,0,0
2016-02-16,02:25:00,2.85262,2.8527,2.85131,2.85264,0,0
2016-02-16,02:30:00,2.85278,2.85362,2.85166,2.85327,0,0
2016-02-16,02:35:00,2.85327,2.85331,2.85241,2.85316,0,0
2016-02-16,02:40:00,2.85261,2.85335,2.85205,2.8531,0,0
2016-02-16,02:45:00,2.85243,2.85337,2.852,2.8529,0,0
2016-02-16,02:50:00,2.8529,2.85346,2.85204,2.8524,0,0
2016-02-16,02:55:00,2.85228,2.85411,2.85222,2.85385,0,0
2016-02-16,03:00:00,2.85365,2.85416,2.8531,2.85371,0,0
2016-02-16,03:05:00,2.85368,2.85541,2.85368,2.85429,0,0
2016-02-16,03:10:00,2.85432,2.85432,2.8524,2.85311,0,0
2016-02-16,03:15:00,2.85297,2.85529,2.85297,2.85412,0,0
2016-02-16,03:20:00,2.85422,2.85499,2.85281,2.85289,0,0
2016-02-16,03:25:00,2.85289,2.85408,2.85289,2.85345,0,0
2016-02-16,03:30:00,2.85362,2.85438,2.85347,2.85436,0,0
2016-02-16,03:35:00,2.85436,2.85491,2.85404,2.85467,0,0
2016-02-16,03:40:00,2.85469,2.85643,2.85467,2.8561,0,0
2016-02-16,03:45:00,2.85608,2.85712,2.85579,2.85668,0,0
2016-02-16,03:50:00,2.85666,2.86077,2.85653,2.86069,0,0
2016-02-16,03:55:00,2.86077,2.86108,2.85955,2.86014,0,0
2016-02-16,04:00:00,2.86007,2.86034,2.85972,2.85991,0,0
2016-02-16,04:05:00,2.85981,2.86067,2.85931,2.85977,0,0
2016-02-16,04:10:00,2.85988,2.861,2.85971,2.8609,0,0
2016-02-16,04:15:00,2.8609,2.86132,2.86011,2.86031,0,0
2016-02-16,04:20:00,2.86035,2.86067,2.85992,2.86039,0,0
2016-02-16,04:25:00,2.86039,2.86171,2.86029,2.86171,0,0
2016-02-16,04:30:00,2.86173,2.86221,2.86089,2.86168,0,0
2016-02-16,04:35:00,2.86171,2.86505,2.86171,2.86464,0,0
2016-02-16,04:40:00,2.86468,2.86468,2.8629,2.86321,0,0
2016-02-16,04:45:00,2.86306,2.86379,2.86299,2.86299,0,0
2016-02-16,04:50:00,2.86309,2.86336,2.86165,2.86173,0,0
2016-02-16,04:55:00,2.86165,2.8628,2.86131,2.8623,0,0
2016-02-16,05:00:00,2.8623,2.86375,2.86203,2.86359,0,0
2016-02-16,05:05:00,2.86417,2.86417,2.86275,2.86345,0,0
2016-02-16,05:10:00,2.86345,2.86345,2.86235,2.86239,0,0
2016-02-16,05:15:00,2.86252,2.86318,2.86214,2.86266,0,0
2016-02-16,05:20:00,2.86252,2.86486,2.86194,2.86486,0,0
2016-02-16,05:25:00,2.86459,2.86483,2.86329,2.86388,0,0
2016-02-16,05:30:00,2.86384,2.86538,2.86378,2.86508,0,0
2016-02-16,05:35:00,2.86491,2.86513,2.86342,2.86454,0,0
2016-02-16,05:40:00,2.86439,2.86508,2.86297,2.86381,0,0
2016-02-16,05:45:00,2.86377,2.86399,2.86302,2.86351,0,0
2016-02-16,05:50:00,2.86353,2.86519,2.86348,2.86446,0,0
2016-02-16,05:55:00,2.86428,2.86562,2.86427,2.86518,0,0
2016-02-16,06:00:00,2.86526,2.86556,2.8644,2.86484,0,0
2016-02-16,06:05:00,2.86488,2.8651,2.8641,2.86472,0,0
2016-02-16,06:10:00,2.86472,2.86549,2.86341,2.8646,0,0
2016-02-16,06:15:00,2.86453,2.86535,2.86427,2.86506,0,0
2016-02-16,06:20:00,2.86491,2.8653,2.86357,2.86357,0,0
2016-02-16,06:25:00,2.86357,2.86407,2.86266,2.86277,0,0
2016-02-16,06:30:00,2.86277,2.86317,2.8624,2.86244,0,0
2016-02-16,06:35:00,2.86244,2.86272,2.86225,2.86229,0,0
2016-02-16,06:40:00,2.86207,2.86245,2.86121,2.86198,0,0
2016-02-16,06:45:00,2.86189,2.86343,2.86171,2.86304,0,0
2016-02-16,06:50:00,2.86319,2.86406,2.86259,2.86406,0,0
2016-02-16,06:55:00,2.86402,2.86402,2.86171,2.86174,0,0
2016-02-16,07:00:00,2.8617,2.8624,2.86099,2.86156,0,0
2016-02-16,07:05:00,2.8615,2.8618,2.86128,2.8616,0,0
2016-02-16,07:10:00,2.8616,2.86234,2.86132,2.86132,0,0
2016-02-16,07:15:00,2.8613,2.86261,2.8613,2.86132,0,0
2016-02-16,07:20:00,2.86145,2.86178,2.86101,2.8617,0,0
2016-02-16,07:25:00,2.86172,2.86172,2.85979,2.86051,0,0
2016-02-16,07:30:00,2.86051,2.86091,2.85987,2.86002,0,0
2016-02-16,07:35:00,2.86004,2.86004,2.85908,2.8597,0,0
2016-02-16,07:40:00,2.86002,2.86073,2.85951,2.86073,0,0
2016-02-16,07:45:00,2.86103,2.86174,2.86018,2.86098,0,0
2016-02-16,07:50:00,2.86095,2.86201,2.8602,2.86193,0,0
2016-02-16,07:55:00,2.8617,2.8617,2.86097,2.86131,0,0
2016-02-16,08:00:00,2.86114,2.86213,2.86074,2.86078,0,0
2016-02-16,08:05:00,2.86067,2.86262,2.86016,2.86089,0,0
2016-02-16,08:10:00,2.86065,2.86129,2.85924,2.85986,0,0
2016-02-16,08:15:00,2.86009,2.86111,2.85955,2.85967,0,0
2016-02-16,08:20:00,2.85959,2.86016,2.85934,2.86002,0,0
