Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-16,01:35:00,1687.64,1688.61,1686.29,1687.32,0,0
2016-02-16,01:40:00,1687.32,1687.51,1686.26,1686.69,0,0
2016-02-16,01:45:00,1686.69,1687.05,1685.13,1685.61,0,0
2016-02-16,01:50:00,1685.74,1686.28,1684.76,1684.76,0,0
2016-02-16,01:55:00,1684.45,1686.29,1683.84,1683.99,0,0
2016-02-16,02:00:00,1683.96,1684.41,1683.33,1684.27,0,0
2016-02-16,02:05:00,1684.27,1685.15,1684.09,1684.8,0,0
2016-02-16,02:10:00,1684.99,1686.33,1684.76,1685.59,0,0
2016-02-16,02:15:00,1685.66,1685.66,1684.23,1684.86,0,0
2016-02-16,02:20:00,1684.68,1686.37,1684.44,1684.95,0,0
2016-02-16,02:25:00,1685.27,1686.84,1684.9,1685.95,0,0
2016-02-16,02:30:00,1685.95,1686.39,1684.39,1684.83,0,0
2016-02-16,02:35:00,1684.95,1685.15,1682.79,1682.98,0,0
2016-02-16,02:40:00,1683.29,1683.76,1680.34,1681.25,0,0
2016-02-16,02:45:00,1681.25,1682.25,1680.53,1681.38,0,0
2016-02-16,02:50:00,1681.38,1682.75,1681.38,1681.54,0,0
2016-02-16,02:55:00,1681.54,1681.54,1678.94,1679.47,0,0
2016-02-16,03:00:00,1679.31,1681.2,1679.04,1680.65,0,0
2016-02-16,03:05:00,1680.63,1680.97,1678.66,1680.05,0,0
2016-02-16,03:10:00,1680.29,1681.3,1680.23,1680.55,0,0
2016-02-16,03:15:00,1680.66,1681.29,1679.57,1679.73,0,0
2016-02-16,03:20:00,1679.73,1679.95,1678.8,1679.29,0,0
2016-02-16,03:25:00,1679.47,1679.47,1677.88,1677.88,0,0
2016-02-16,03:30:00,1677.74,1678.43,1677.34,1677.52,0,0
2016-02-16,03:35:00,1677.52,1677.63,1673.33,1673.82,0,0
2016-02-16,03:40:00,1673.82,1673.86,1670.3,1671.4,0,0
2016-02-16,03:45:00,1671.27,1671.33,1667.61,1669.17,0,0
2016-02-16,03:50:00,1669.76,1670.93,1669.19,1670.52,0,0
2016-02-16,03:55:00,1670.52,1671.11,1669.75,1670.94,0,0
2016-02-16,04:00:00,1671.05,1672.28,1671.05,1671.49,0,0
2016-02-16,04:05:00,1671.49,1671.49,1669.28,1670.04,0,0
2016-02-16,04:10:00,1670.04,1671,1668.89,1669.07,0,0
2016-02-16,04:15:00,1669,1669.84,1668.29,1669.2,0,0
2016-02-16,04:20:00,1669.2,1669.77,1669.2,1669.41,0,0
2016-02-16,04:25:00,1669.38,1669.38,1667.39,1668.65,0,0
2016-02-16,04:30:00,1668.55,1668.66,1666.63,1666.63,0,0
2016-02-16,04:35:00,1666.2,1666.2,1662.85,1664.07,0,0
2016-02-16,04:40:00,1663.92,1665.18,1662.64,1665.18,0,0
2016-02-16,04:45:00,1665.05,1665.82,1663.18,1663.81,0,0
2016-02-16,04:50:00,1663.97,1666.21,1663,1666.09,0,0
2016-02-16,04:55:00,1666.09,1666.39,1665.72,1666.25,0,0
2016-02-16,05:00:00,1666.17,1666.35,1665.03,1665.05,0,0
2016-02-16,05:05:00,1664.99,1666.23,1663.9,1665.11,0,0
2016-02-16,05:10:00,1665.11,1665.11,1662.87,1664.34,0,0
