Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-16,00:05:00,4.39543,4.39585,4.39536,4.39561,0,0
2016-02-16,00:10:00,4.39542,4.39563,4.3952,4.39534,0,0
2016-02-16,00:15:00,4.39529,4.39583,4.39524,4.39575,0,0
2016-02-16,00:20:00,4.39578,4.3959,4.3956,4.39578,0,0
2016-02-16,00:25:00,4.39578,4.39593,4.39564,4.39575,0,0
2016-02-16,00:30:00,4.39574,4.39591,4.39558,4.39565,0,0
2016-02-16,00:35:00,4.39569,4.39584,4.39559,4.39579,0,0
2016-02-16,00:40:00,4.39584,4.39586,4.39576,4.39583,0,0
2016-02-16,00:45:00,4.39583,4.39583,4.39543,4.39543,0,0
2016-02-16,00:50:00,4.39546,4.39567,4.39542,4.39552,0,0
2016-02-16,00:55:00,4.39552,4.39637,4.395,4.39551,0,0
2016-02-16,01:00:00,4.39551,4.39563,4.39533,4.39543,0,0
2016-02-16,01:05:00,4.39543,4.39559,4.39511,4.39527,0,0
2016-02-16,01:10:00,4.39525,4.3958,4.39512,4.39552,0,0
2016-02-16,01:15:00,4.39551,4.39663,4.39548,4.39663,0,0
2016-02-16,01:20:00,4.39673,4.39673,4.39548,4.39563,0,0
2016-02-16,01:25:00,4.39549,4.39573,4.39544,4.39556,0,0
2016-02-16,01:30:00,4.39556,4.39566,4.39525,4.39546,0,0
2016-02-16,01:35:00,4.39539,4.39555,4.39524,4.39533,0,0
2016-02-16,01:40:00,4.39546,4.39554,4.39521,4.39536,0,0
2016-02-16,01:45:00,4.39539,4.39555,4.39518,4.39528,0,0
2016-02-16,01:50:00,4.39531,4.39553,4.39527,4.39538,0,0
2016-02-16,01:55:00,4.39535,4.39569,4.39529,4.39539,0,0
2016-02-16,02:00:00,4.39545,4.39579,4.39533,4.39579,0,0
2016-02-16,02:05:00,4.39572,4.396,4.39521,4.39586,0,0
2016-02-16,02:10:00,4.39576,4.39597,4.3955,4.39563,0,0
2016-02-16,02:15:00,4.39563,4.39668,4.39538,4.39568,0,0
2016-02-16,02:20:00,4.39568,4.39602,4.39544,4.39561,0,0
2016-02-16,02:25:00,4.3957,4.39652,4.39534,4.39544,0,0
2016-02-16,02:30:00,4.39541,4.39666,4.39465,4.39635,0,0
2016-02-16,02:35:00,4.39631,4.3964,4.39555,4.39563,0,0
2016-02-16,02:40:00,4.39573,4.39603,4.3954,4.39561,0,0
2016-02-16,02:45:00,4.39581,4.39615,4.39557,4.39575,0,0
2016-02-16,02:50:00,4.39575,4.39618,4.39568,4.39584,0,0
2016-02-16,02:55:00,4.39596,4.39685,4.39548,4.39551,0,0
2016-02-16,03:00:00,4.39555,4.39681,4.39552,4.39556,0,0
2016-02-16,03:05:00,4.39572,4.39605,4.39551,4.39583,0,0
2016-02-16,03:10:00,4.3959,4.39702,4.39572,4.39609,0,0
2016-02-16,03:15:00,4.39603,4.39708,4.39572,4.39578,0,0
2016-02-16,03:20:00,4.39573,4.39597,4.39511,4.3954,0,0
2016-02-16,03:25:00,4.3954,4.3957,4.39516,4.39566,0,0
2016-02-16,03:30:00,4.39526,4.39575,4.39505,4.39528,0,0
2016-02-16,03:35:00,4.39567,4.3959,4.39526,4.39551,0,0
2016-02-16,03:40:00,4.39551,4.39582,4.39515,4.39548,0,0
2016-02-16,03:45:00,4.39553,4.39589,4.39517,4.39536,0,0
2016-02-16,03:50:00,4.39531,4.39587,4.39531,4.39534,0,0
2016-02-16,03:55:00,4.39534,4.39592,4.39516,4.39592,0,0
2016-02-16,04:00:00,4.39591,4.39607,4.39558,4.39583,0,0
2016-02-16,04:05:00,4.39593,4.39681,4.39496,4.39563,0,0
2016-02-16,04:10:00,4.39588,4.39592,4.39526,4.39526,0,0
2016-02-16,04:15:00,4.39536,4.39598,4.39531,4.39595,0,0
2016-02-16,04:20:00,4.39597,4.39602,4.39481,4.39585,0,0
2016-02-16,04:25:00,4.39585,4.39585,4.39516,4.39571,0,0
2016-02-16,04:30:00,4.39571,4.39595,4.39513,4.3957,0,0
2016-02-16,04:35:00,4.39565,4.39575,4.39469,4.39543,0,0
2016-02-16,04:40:00,4.39547,4.39589,4.39499,4.39566,0,0
2016-02-16,04:45:00,4.39561,4.39561,4.39482,4.39531,0,0
2016-02-16,04:50:00,4.39531,4.39594,4.39498,4.39577,0,0
2016-02-16,04:55:00,4.39572,4.39597,4.39484,4.39488,0,0
