Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-16,00:05:00,1.41991,1.42002,1.41908,1.41918,0,0
2016-02-16,00:10:00,1.41918,1.41945,1.41816,1.41945,0,0
2016-02-16,00:15:00,1.41945,1.41989,1.41881,1.41881,0,0
2016-02-16,00:20:00,1.41881,1.41881,1.41793,1.41826,0,0
2016-02-16,00:25:00,1.41825,1.41844,1.41768,1.41776,0,0
2016-02-16,00:30:00,1.41776,1.41793,1.41767,1.41782,0,0
2016-02-16,00:35:00,1.41777,1.4184,1.41771,1.41836,0,0
2016-02-16,00:40:00,1.41834,1.41928,1.41834,1.41869,0,0
2016-02-16,00:45:00,1.41865,1.41869,1.41803,1.41833,0,0
2016-02-16,00:50:00,1.41833,1.41878,1.4183,1.41875,0,0
2016-02-16,00:55:00,1.41875,1.41909,1.41852,1.41857,0,0
2016-02-16,01:00:00,1.41858,1.41933,1.41853,1.41897,0,0
2016-02-16,01:05:00,1.41897,1.41903,1.41735,1.41744,0,0
2016-02-16,01:10:00,1.41744,1.41867,1.41744,1.4183,0,0
2016-02-16,01:15:00,1.4183,1.41844,1.41741,1.41744,0,0
2016-02-16,01:20:00,1.41744,1.4185,1.4174,1.41833,0,0
2016-02-16,01:25:00,1.41831,1.41831,1.41631,1.41713,0,0
2016-02-16,01:30:00,1.41693,1.41698,1.41609,1.41643,0,0
2016-02-16,01:35:00,1.41638,1.41676,1.41388,1.41523,0,0
2016-02-16,01:40:00,1.41523,1.41523,1.41352,1.41364,0,0
2016-02-16,01:45:00,1.41364,1.41371,1.41285,1.41308,0,0
2016-02-16,01:50:00,1.4131,1.41389,1.41281,1.41331,0,0
2016-02-16,01:55:00,1.41333,1.41397,1.41243,1.41252,0,0
2016-02-16,02:00:00,1.41263,1.4135,1.41193,1.41339,0,0
2016-02-16,02:05:00,1.41339,1.41398,1.41258,1.41389,0,0
2016-02-16,02:10:00,1.41391,1.41446,1.41371,1.41429,0,0
2016-02-16,02:15:00,1.41429,1.41432,1.41326,1.41425,0,0
