Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-16,00:05:00,1.42472,1.42502,1.42436,1.42481,0,0
2016-02-16,00:10:00,1.42489,1.42539,1.42435,1.4247,0,0
2016-02-16,00:15:00,1.42464,1.42499,1.42457,1.42499,0,0
2016-02-16,00:20:00,1.42499,1.42514,1.42499,1.42502,0,0
2016-02-16,00:25:00,1.42491,1.4251,1.42491,1.42509,0,0
2016-02-16,00:30:00,1.42508,1.42538,1.42508,1.42535,0,0
2016-02-16,00:35:00,1.42535,1.42569,1.42534,1.42555,0,0
2016-02-16,00:40:00,1.42557,1.42557,1.42481,1.42525,0,0
2016-02-16,00:45:00,1.42533,1.42545,1.42518,1.42532,0,0
2016-02-16,00:50:00,1.42533,1.42533,1.42487,1.4249,0,0
2016-02-16,00:55:00,1.42488,1.42538,1.42464,1.42527,0,0
2016-02-16,01:00:00,1.42527,1.42582,1.42452,1.4254,0,0
2016-02-16,01:05:00,1.4254,1.42565,1.42489,1.42545,0,0
2016-02-16,01:10:00,1.42524,1.42524,1.42449,1.42475,0,0
2016-02-16,01:15:00,1.4247,1.42545,1.42463,1.42538,0,0
2016-02-16,01:20:00,1.42538,1.42542,1.42506,1.42519,0,0
2016-02-16,01:25:00,1.42518,1.42551,1.42508,1.42535,0,0
2016-02-16,01:30:00,1.42535,1.42543,1.4243,1.42437,0,0
2016-02-16,01:35:00,1.42439,1.42585,1.42436,1.42574,0,0
2016-02-16,01:40:00,1.42574,1.42574,1.42516,1.42538,0,0
2016-02-16,01:45:00,1.42537,1.4262,1.42537,1.42607,0,0
2016-02-16,01:50:00,1.42607,1.42629,1.4258,1.42602,0,0
2016-02-16,01:55:00,1.426,1.42606,1.4253,1.4253,0,0
2016-02-16,02:00:00,1.42568,1.42568,1.42459,1.42468,0,0
2016-02-16,02:05:00,1.42465,1.42491,1.42436,1.42455,0,0
2016-02-16,02:10:00,1.42459,1.4247,1.42431,1.42438,0,0
2016-02-16,02:15:00,1.42435,1.42464,1.42433,1.42451,0,0
2016-02-16,02:20:00,1.42461,1.42477,1.42415,1.42445,0,0
2016-02-16,02:25:00,1.42443,1.42447,1.42383,1.42424,0,0
2016-02-16,02:30:00,1.42422,1.42475,1.42416,1.42459,0,0
2016-02-16,02:35:00,1.42461,1.42499,1.42459,1.42497,0,0
2016-02-16,02:40:00,1.42489,1.42503,1.42479,1.42479,0,0
2016-02-16,02:45:00,1.42468,1.42553,1.42465,1.42553,0,0
2016-02-16,02:50:00,1.42553,1.42558,1.42528,1.4254,0,0
2016-02-16,02:55:00,1.42534,1.42567,1.42527,1.42548,0,0
2016-02-16,03:00:00,1.42548,1.42615,1.42545,1.42606,0,0
2016-02-16,03:05:00,1.42604,1.42618,1.42535,1.42535,0,0
2016-02-16,03:10:00,1.42537,1.42537,1.42484,1.42518,0,0
2016-02-16,03:15:00,1.42516,1.42539,1.425,1.42527,0,0
2016-02-16,03:20:00,1.4253,1.4255,1.42479,1.42497,0,0
2016-02-16,03:25:00,1.42494,1.42515,1.42478,1.42478,0,0
2016-02-16,03:30:00,1.42486,1.42506,1.42478,1.42492,0,0
2016-02-16,03:35:00,1.42487,1.42536,1.42487,1.42518,0,0
2016-02-16,03:40:00,1.42518,1.42576,1.42502,1.42538,0,0
2016-02-16,03:45:00,1.42561,1.42593,1.42555,1.42571,0,0
2016-02-16,03:50:00,1.42567,1.42594,1.42522,1.42564,0,0
2016-02-16,03:55:00,1.42572,1.42589,1.4251,1.4251,0,0
2016-02-16,04:00:00,1.4251,1.42536,1.42484,1.42487,0,0
2016-02-16,04:05:00,1.42487,1.42497,1.42472,1.42482,0,0
2016-02-16,04:10:00,1.42484,1.42558,1.4245,1.42532,0,0
2016-02-16,04:15:00,1.42524,1.42534,1.42508,1.42534,0,0
2016-02-16,04:20:00,1.42532,1.42549,1.42515,1.42542,0,0
2016-02-16,04:25:00,1.42536,1.42583,1.42522,1.42572,0,0
2016-02-16,04:30:00,1.42572,1.42576,1.42511,1.42532,0,0
2016-02-16,04:35:00,1.42535,1.42643,1.42535,1.42594,0,0
2016-02-16,04:40:00,1.426,1.42643,1.42561,1.42567,0,0
2016-02-16,04:45:00,1.42567,1.42627,1.42567,1.42584,0,0
2016-02-16,04:50:00,1.4259,1.426,1.42536,1.42542,0,0
2016-02-16,04:55:00,1.42542,1.42571,1.42524,1.42568,0,0
2016-02-16,05:00:00,1.42571,1.42582,1.42542,1.42546,0,0
2016-02-16,05:05:00,1.42546,1.4261,1.42541,1.42573,0,0
2016-02-16,05:10:00,1.42565,1.42613,1.42561,1.42587,0,0
