Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-16,00:05:00,1.54442,1.54473,1.54389,1.54463,0,0
2016-02-16,00:10:00,1.54474,1.54474,1.54366,1.54419,0,0
2016-02-16,00:15:00,1.54422,1.54479,1.5433,1.54358,0,0
2016-02-16,00:20:00,1.54335,1.54368,1.54323,1.54359,0,0
2016-02-16,00:25:00,1.54361,1.54361,1.54325,1.54325,0,0
2016-02-16,00:30:00,1.54326,1.54355,1.54305,1.54353,0,0
2016-02-16,00:35:00,1.54357,1.54388,1.54345,1.54383,0,0
2016-02-16,00:40:00,1.54386,1.54423,1.54386,1.54418,0,0
2016-02-16,00:45:00,1.544,1.54403,1.54376,1.54379,0,0
2016-02-16,00:50:00,1.54381,1.54393,1.54373,1.54381,0,0
2016-02-16,00:55:00,1.5438,1.54407,1.54364,1.54374,0,0
2016-02-16,01:00:00,1.54369,1.54532,1.54361,1.54495,0,0
2016-02-16,01:05:00,1.54495,1.54499,1.54341,1.54376,0,0
2016-02-16,01:10:00,1.54399,1.54467,1.54378,1.54428,0,0
2016-02-16,01:15:00,1.54428,1.54435,1.54273,1.54281,0,0
2016-02-16,01:20:00,1.5428,1.54317,1.54271,1.54276,0,0
2016-02-16,01:25:00,1.5427,1.5427,1.53976,1.53997,0,0
2016-02-16,01:30:00,1.54005,1.54012,1.53965,1.53965,0,0
2016-02-16,01:35:00,1.53964,1.53978,1.53849,1.53867,0,0
2016-02-16,01:40:00,1.53875,1.53875,1.53746,1.5379,0,0
2016-02-16,01:45:00,1.53792,1.53835,1.53738,1.5381,0,0
2016-02-16,01:50:00,1.53813,1.53873,1.53765,1.53844,0,0
2016-02-16,01:55:00,1.53834,1.53947,1.53834,1.53908,0,0
2016-02-16,02:00:00,1.539,1.54029,1.53879,1.54029,0,0
2016-02-16,02:05:00,1.54031,1.54061,1.53879,1.54041,0,0
2016-02-16,02:10:00,1.54033,1.54096,1.53977,1.5408,0,0
2016-02-16,02:15:00,1.5408,1.5408,1.54008,1.54035,0,0
2016-02-16,02:20:00,1.54034,1.54135,1.53994,1.54095,0,0
2016-02-16,02:25:00,1.54094,1.54174,1.54077,1.54083,0,0
2016-02-16,02:30:00,1.54075,1.54108,1.54025,1.54081,0,0
2016-02-16,02:35:00,1.54079,1.54108,1.54054,1.54062,0,0
2016-02-16,02:40:00,1.54095,1.54125,1.54056,1.54064,0,0
2016-02-16,02:45:00,1.54107,1.54127,1.54061,1.5408,0,0
