audeur,chfgbp,cadjpy,,,audeur,Date,Time,Close,,chfgbp,Date,Time,Close,,cadjpy,Date,Time,Close
0.64017,0.70624,82.7339,,,,2016-02-17,15:25:00,0.64017,,,2016-02-17,15:25:00,0.70624,,,2016-02-17,15:25:00,82.7339
0.63944,0.70713,82.6859,,,,2016-02-17,15:30:00,0.63944,,,2016-02-17,15:30:00,0.70713,,,2016-02-17,15:30:00,82.6859
0.63996,0.70661,82.6841,,,,2016-02-17,15:35:00,0.63996,,,2016-02-17,15:35:00,0.70661,,,2016-02-17,15:35:00,82.6841
0.64035,0.70612,82.8052,,,,2016-02-17,15:40:00,0.64035,,,2016-02-17,15:40:00,0.70612,,,2016-02-17,15:40:00,82.8052
0.63921,0.70699,82.6593,,,,2016-02-17,15:45:00,0.63921,,,2016-02-17,15:45:00,0.70699,,,2016-02-17,15:45:00,82.6593
0.6394,0.70643,82.7025,,,,2016-02-17,15:50:00,0.6394,,,2016-02-17,15:50:00,0.70643,,,2016-02-17,15:50:00,82.7025
0.64011,0.70646,82.8531,,,,2016-02-17,15:55:00,0.64011,,,2016-02-17,15:55:00,0.70646,,,2016-02-17,15:55:00,82.8531
0.64025,0.70676,82.801,,,,2016-02-17,16:00:00,0.64025,,,2016-02-17,16:00:00,0.70676,,,2016-02-17,16:00:00,82.801
0.64044,0.70626,82.8442,,,,2016-02-17,16:05:00,0.64044,,,2016-02-17,16:05:00,0.70626,,,2016-02-17,16:05:00,82.8442
0.64095,0.7054,82.9748,,,,2016-02-17,16:10:00,0.64095,,,2016-02-17,16:10:00,0.7054,,,2016-02-17,16:10:00,82.9748
0.6413,0.7051,83.0569,,,,2016-02-17,16:15:00,0.6413,,,2016-02-17,16:15:00,0.7051,,,2016-02-17,16:15:00,83.0569
0.64103,0.70564,83.0492,,,,2016-02-17,16:20:00,0.64103,,,2016-02-17,16:20:00,0.70564,,,2016-02-17,16:20:00,83.0492
0.64135,0.70529,83.0987,,,,2016-02-17,16:25:00,0.64135,,,2016-02-17,16:25:00,0.70529,,,2016-02-17,16:25:00,83.0987
0.64239,0.70437,83.3298,,,,2016-02-17,16:30:00,0.64239,,,2016-02-17,16:30:00,0.70437,,,2016-02-17,16:30:00,83.3298
0.64178,0.70465,83.2093,,,,2016-02-17,16:35:00,0.64178,,,2016-02-17,16:35:00,0.70465,,,2016-02-17,16:35:00,83.2093
0.64245,0.70448,83.2833,,,,2016-02-17,16:40:00,0.64245,,,2016-02-17,16:40:00,0.70448,,,2016-02-17,16:40:00,83.2833
0.6429,0.70403,83.3142,,,,2016-02-17,16:45:00,0.6429,,,2016-02-17,16:45:00,0.70403,,,2016-02-17,16:45:00,83.3142
0.64388,0.70359,83.3206,,,,2016-02-17,16:50:00,0.64388,,,2016-02-17,16:50:00,0.70359,,,2016-02-17,16:50:00,83.3206
0.64375,0.70398,83.3519,,,,2016-02-17,16:55:00,0.64375,,,2016-02-17,16:55:00,0.70398,,,2016-02-17,16:55:00,83.3519
0.64409,0.70326,83.4443,,,,2016-02-17,17:00:00,0.64409,,,2016-02-17,17:00:00,0.70326,,,2016-02-17,17:00:00,83.4443
0.64375,0.70345,83.4279,,,,2016-02-17,17:05:00,0.64375,,,2016-02-17,17:05:00,0.70345,,,2016-02-17,17:05:00,83.4279
0.64396,0.70337,83.4717,,,,2016-02-17,17:10:00,0.64396,,,2016-02-17,17:10:00,0.70337,,,2016-02-17,17:10:00,83.4717
0.64396,0.70283,83.4233,,,,2016-02-17,17:15:00,0.64396,,,2016-02-17,17:15:00,0.70283,,,2016-02-17,17:15:00,83.4233
0.64396,0.70273,83.4347,,,,2016-02-17,17:20:00,0.64396,,,2016-02-17,17:20:00,0.70273,,,2016-02-17,17:20:00,83.4347
0.64382,0.70326,83.3875,,,,2016-02-17,17:25:00,0.64382,,,2016-02-17,17:25:00,0.70326,,,2016-02-17,17:25:00,83.3875
0.64459,0.70264,83.4981,,,,2016-02-17,17:30:00,0.64459,,,2016-02-17,17:30:00,0.70264,,,2016-02-17,17:30:00,83.4981
0.64449,0.70297,83.5436,,,,2016-02-17,17:35:00,0.64449,,,2016-02-17,17:35:00,0.70297,,,2016-02-17,17:35:00,83.5436
0.64411,0.70298,83.6076,,,,2016-02-17,17:40:00,0.64411,,,2016-02-17,17:40:00,0.70298,,,2016-02-17,17:40:00,83.6076
0.64411,0.70307,83.5907,,,,2016-02-17,17:45:00,0.64411,,,2016-02-17,17:45:00,0.70307,,,2016-02-17,17:45:00,83.5907
0.64361,0.70366,83.4333,,,,2016-02-17,17:50:00,0.64361,,,2016-02-17,17:50:00,0.70366,,,2016-02-17,17:50:00,83.4333
0.6436,0.70374,83.4599,,,,2016-02-17,17:55:00,0.6436,,,2016-02-17,17:55:00,0.70374,,,2016-02-17,17:55:00,83.4599
0.64326,0.70362,83.412,,,,2016-02-17,18:00:00,0.64326,,,2016-02-17,18:00:00,0.70362,,,2016-02-17,18:00:00,83.412
0.64321,0.70388,83.3966,,,,2016-02-17,18:05:00,0.64321,,,2016-02-17,18:05:00,0.70388,,,2016-02-17,18:05:00,83.3966
0.64359,0.70387,83.4266,,,,2016-02-17,18:10:00,0.64359,,,2016-02-17,18:10:00,0.70387,,,2016-02-17,18:10:00,83.4266
0.64373,0.7044,83.4441,,,,2016-02-17,18:15:00,0.64373,,,2016-02-17,18:15:00,0.7044,,,2016-02-17,18:15:00,83.4441
0.64369,0.70459,83.4734,,,,2016-02-17,18:20:00,0.64369,,,2016-02-17,18:20:00,0.70459,,,2016-02-17,18:20:00,83.4734
0.64383,0.70491,83.4345,,,,2016-02-17,18:25:00,0.64383,,,2016-02-17,18:25:00,0.70491,,,2016-02-17,18:25:00,83.4345
0.64346,0.70466,83.3976,,,,2016-02-17,18:30:00,0.64346,,,2016-02-17,18:30:00,0.70466,,,2016-02-17,18:30:00,83.3976
0.64448,0.704,83.468,,,,2016-02-17,18:35:00,0.64448,,,2016-02-17,18:35:00,0.704,,,2016-02-17,18:35:00,83.468
0.64424,0.70401,83.3869,,,,2016-02-17,18:40:00,0.64424,,,2016-02-17,18:40:00,0.70401,,,2016-02-17,18:40:00,83.3869
0.64414,0.70401,83.3739,,,,2016-02-17,18:45:00,0.64414,,,2016-02-17,18:45:00,0.70401,,,2016-02-17,18:45:00,83.3739
0.64425,0.70357,83.4201,,,,2016-02-17,18:50:00,0.64425,,,2016-02-17,18:50:00,0.70357,,,2016-02-17,18:50:00,83.4201
0.64413,0.70378,83.4066,,,,2016-02-17,18:55:00,0.64413,,,2016-02-17,18:55:00,0.70378,,,2016-02-17,18:55:00,83.4066
0.64379,0.70438,83.4211,,,,2016-02-17,19:00:00,0.64379,,,2016-02-17,19:00:00,0.70438,,,2016-02-17,19:00:00,83.4211
0.64425,0.70437,83.4293,,,,2016-02-17,19:05:00,0.64425,,,2016-02-17,19:05:00,0.70437,,,2016-02-17,19:05:00,83.4293
0.64393,0.70518,83.419,,,,2016-02-17,19:10:00,0.64393,,,2016-02-17,19:10:00,0.70518,,,2016-02-17,19:10:00,83.419
0.64368,0.70506,83.3674,,,,2016-02-17,19:15:00,0.64368,,,2016-02-17,19:15:00,0.70506,,,2016-02-17,19:15:00,83.3674
0.6437,0.70505,83.3933,,,,2016-02-17,19:20:00,0.6437,,,2016-02-17,19:20:00,0.70505,,,2016-02-17,19:20:00,83.3933
0.64366,0.70467,83.3843,,,,2016-02-17,19:25:00,0.64366,,,2016-02-17,19:25:00,0.70467,,,2016-02-17,19:25:00,83.3843
0.64392,0.70463,83.3545,,,,2016-02-17,19:30:00,0.64392,,,2016-02-17,19:30:00,0.70463,,,2016-02-17,19:30:00,83.3545
0.64371,0.70499,83.3258,,,,2016-02-17,19:35:00,0.64371,,,2016-02-17,19:35:00,0.70499,,,2016-02-17,19:35:00,83.3258
0.64318,0.70552,83.2326,,,,2016-02-17,19:40:00,0.64318,,,2016-02-17,19:40:00,0.70552,,,2016-02-17,19:40:00,83.2326
0.64347,0.70556,83.3108,,,,2016-02-17,19:45:00,0.64347,,,2016-02-17,19:45:00,0.70556,,,2016-02-17,19:45:00,83.3108
0.64381,0.70527,83.3508,,,,2016-02-17,19:50:00,0.64381,,,2016-02-17,19:50:00,0.70527,,,2016-02-17,19:50:00,83.3508
0.64387,0.70516,83.3585,,,,2016-02-17,19:55:00,0.64387,,,2016-02-17,19:55:00,0.70516,,,2016-02-17,19:55:00,83.3585
0.64379,0.70553,83.2465,,,,2016-02-17,20:00:00,0.64379,,,2016-02-17,20:00:00,0.70553,,,2016-02-17,20:00:00,83.2465
0.6439,0.70566,83.2192,,,,2016-02-17,20:05:00,0.6439,,,2016-02-17,20:05:00,0.70566,,,2016-02-17,20:05:00,83.2192
0.64404,0.70559,83.2944,,,,2016-02-17,20:10:00,0.64404,,,2016-02-17,20:10:00,0.70559,,,2016-02-17,20:10:00,83.2944
0.64383,0.70589,83.2332,,,,2016-02-17,20:15:00,0.64383,,,2016-02-17,20:15:00,0.70589,,,2016-02-17,20:15:00,83.2332
0.64435,0.70557,83.329,,,,2016-02-17,20:20:00,0.64435,,,2016-02-17,20:20:00,0.70557,,,2016-02-17,20:20:00,83.329
0.64465,0.70554,83.3018,,,,2016-02-17,20:25:00,0.64465,,,2016-02-17,20:25:00,0.70554,,,2016-02-17,20:25:00,83.3018
0.64434,0.70569,83.1805,,,,2016-02-17,20:30:00,0.64434,,,2016-02-17,20:30:00,0.70569,,,2016-02-17,20:30:00,83.1805
0.64467,0.70566,83.2184,,,,2016-02-17,20:35:00,0.64467,,,2016-02-17,20:35:00,0.70566,,,2016-02-17,20:35:00,83.2184
0.64437,0.70596,83.1019,,,,2016-02-17,20:40:00,0.64437,,,2016-02-17,20:40:00,0.70596,,,2016-02-17,20:40:00,83.1019
0.64471,0.70577,83.1206,,,,2016-02-17,20:45:00,0.64471,,,2016-02-17,20:45:00,0.70577,,,2016-02-17,20:45:00,83.1206
0.6444,0.70606,83.0462,,,,2016-02-17,20:50:00,0.6444,,,2016-02-17,20:50:00,0.70606,,,2016-02-17,20:50:00,83.0462
0.64427,0.70592,83.0045,,,,2016-02-17,20:55:00,0.64427,,,2016-02-17,20:55:00,0.70592,,,2016-02-17,20:55:00,83.0045
0.64356,0.70622,82.901,,,,2016-02-17,21:00:00,0.64356,,,2016-02-17,21:00:00,0.70622,,,2016-02-17,21:00:00,82.901
0.64399,0.7063,82.9001,,,,2016-02-17,21:05:00,0.64399,,,2016-02-17,21:05:00,0.7063,,,2016-02-17,21:05:00,82.9001
0.64396,0.70594,82.9228,,,,2016-02-17,21:10:00,0.64396,,,2016-02-17,21:10:00,0.70594,,,2016-02-17,21:10:00,82.9228
0.64384,0.70558,82.9406,,,,2016-02-17,21:15:00,0.64384,,,2016-02-17,21:15:00,0.70558,,,2016-02-17,21:15:00,82.9406
0.64408,0.70552,82.9589,,,,2016-02-17,21:20:00,0.64408,,,2016-02-17,21:20:00,0.70552,,,2016-02-17,21:20:00,82.9589
0.64397,0.70579,82.9014,,,,2016-02-17,21:25:00,0.64397,,,2016-02-17,21:25:00,0.70579,,,2016-02-17,21:25:00,82.9014
0.64476,0.70565,82.9705,,,,2016-02-17,21:30:00,0.64476,,,2016-02-17,21:30:00,0.70565,,,2016-02-17,21:30:00,82.9705
0.64475,0.70564,82.9624,,,,2016-02-17,21:35:00,0.64475,,,2016-02-17,21:35:00,0.70564,,,2016-02-17,21:35:00,82.9624
0.64498,0.70562,83.0204,,,,2016-02-17,21:40:00,0.64498,,,2016-02-17,21:40:00,0.70562,,,2016-02-17,21:40:00,83.0204
0.64507,0.7054,83.0311,,,,2016-02-17,21:45:00,0.64507,,,2016-02-17,21:45:00,0.7054,,,2016-02-17,21:45:00,83.0311
0.64471,0.70536,83.0383,,,,2016-02-17,21:50:00,0.64471,,,2016-02-17,21:50:00,0.70536,,,2016-02-17,21:50:00,83.0383
0.64485,0.7053,83.0395,,,,2016-02-17,21:55:00,0.64485,,,2016-02-17,21:55:00,0.7053,,,2016-02-17,21:55:00,83.0395
0.64495,0.70548,83.029,,,,2016-02-17,22:00:00,0.64495,,,2016-02-17,22:00:00,0.70548,,,2016-02-17,22:00:00,83.029
0.64484,0.7055,83.0969,,,,2016-02-17,22:05:00,0.64484,,,2016-02-17,22:05:00,0.7055,,,2016-02-17,22:05:00,83.0969
0.64459,0.70551,83.1177,,,,2016-02-17,22:10:00,0.64459,,,2016-02-17,22:10:00,0.70551,,,2016-02-17,22:10:00,83.1177
0.64451,0.70556,83.1447,,,,2016-02-17,22:15:00,0.64451,,,2016-02-17,22:15:00,0.70556,,,2016-02-17,22:15:00,83.1447
0.64492,0.7054,83.2086,,,,2016-02-17,22:20:00,0.64492,,,2016-02-17,22:20:00,0.7054,,,2016-02-17,22:20:00,83.2086
0.64498,0.7052,83.2377,,,,2016-02-17,22:25:00,0.64498,,,2016-02-17,22:25:00,0.7052,,,2016-02-17,22:25:00,83.2377
0.64544,0.70523,83.2086,,,,2016-02-17,22:30:00,0.64544,,,2016-02-17,22:30:00,0.70523,,,2016-02-17,22:30:00,83.2086
0.6459,0.705,83.3612,,,,2016-02-17,22:35:00,0.6459,,,2016-02-17,22:35:00,0.705,,,2016-02-17,22:35:00,83.3612
0.6458,0.70501,83.3439,,,,2016-02-17,22:40:00,0.6458,,,2016-02-17,22:40:00,0.70501,,,2016-02-17,22:40:00,83.3439
0.64571,0.7051,83.3821,,,,2016-02-17,22:45:00,0.64571,,,2016-02-17,22:45:00,0.7051,,,2016-02-17,22:45:00,83.3821
0.64573,0.70511,83.3955,,,,2016-02-17,22:50:00,0.64573,,,2016-02-17,22:50:00,0.70511,,,2016-02-17,22:50:00,83.3955
0.64574,0.70479,83.4315,,,,2016-02-17,22:55:00,0.64574,,,2016-02-17,22:55:00,0.70479,,,2016-02-17,22:55:00,83.4315
0.64574,0.70492,83.4549,,,,2016-02-17,23:00:00,0.64574,,,2016-02-17,23:00:00,0.70492,,,2016-02-17,23:00:00,83.4549
0.64557,0.70468,83.4599,,,,2016-02-17,23:05:00,0.64557,,,2016-02-17,23:05:00,0.70468,,,2016-02-17,23:05:00,83.4599
0.64545,0.70477,83.456,,,,2016-02-17,23:10:00,0.64545,,,2016-02-17,23:10:00,0.70477,,,2016-02-17,23:10:00,83.456
0.6454,0.7046,83.4703,,,,2016-02-17,23:15:00,0.6454,,,2016-02-17,23:15:00,0.7046,,,2016-02-17,23:15:00,83.4703
0.64513,0.70478,83.4959,,,,2016-02-17,23:20:00,0.64513,,,2016-02-17,23:20:00,0.70478,,,2016-02-17,23:20:00,83.4959
0.64519,0.70473,83.4668,,,,2016-02-17,23:25:00,0.64519,,,2016-02-17,23:25:00,0.70473,,,2016-02-17,23:25:00,83.4668
0.64516,0.70488,83.4878,,,,2016-02-17,23:30:00,0.64516,,,2016-02-17,23:30:00,0.70488,,,2016-02-17,23:30:00,83.4878
0.64507,0.70487,83.492,,,,2016-02-17,23:35:00,0.64507,,,2016-02-17,23:35:00,0.70487,,,2016-02-17,23:35:00,83.492
0.64497,0.70502,83.4961,,,,2016-02-17,23:40:00,0.64497,,,2016-02-17,23:40:00,0.70502,,,2016-02-17,23:40:00,83.4961
0.64491,0.70495,83.4423,,,,2016-02-17,23:45:00,0.64491,,,2016-02-17,23:45:00,0.70495,,,2016-02-17,23:45:00,83.4423
0.64482,0.70507,83.4788,,,,2016-02-17,23:50:00,0.64482,,,2016-02-17,23:50:00,0.70507,,,2016-02-17,23:50:00,83.4788
0.64481,0.70509,83.3746,,,,2016-02-17,23:55:00,0.64481,,,2016-02-17,23:55:00,0.70509,,,2016-02-17,23:55:00,83.3746
0.64462,0.70515,83.3528,,,,2016-02-17,23:59:00,0.64462,,,2016-02-17,23:59:00,0.70515,,,2016-02-17,23:59:00,83.3528
0.64461,0.70526,83.362,,,,2016-02-18,00:05:00,0.64461,,,2016-02-18,00:05:00,0.70526,,,2016-02-18,00:05:00,83.362
0.64426,0.70521,83.3963,,,,2016-02-18,00:10:00,0.64426,,,2016-02-18,00:10:00,0.70521,,,2016-02-18,00:10:00,83.3963
0.64446,0.70523,83.4383,,,,2016-02-18,00:15:00,0.64446,,,2016-02-18,00:15:00,0.70523,,,2016-02-18,00:15:00,83.4383
0.64459,0.70527,83.4584,,,,2016-02-18,00:20:00,0.64459,,,2016-02-18,00:20:00,0.70527,,,2016-02-18,00:20:00,83.4584
0.64482,0.70543,83.4989,,,,2016-02-18,00:25:00,0.64482,,,2016-02-18,00:25:00,0.70543,,,2016-02-18,00:25:00,83.4989
0.645,0.70544,83.5357,,,,2016-02-18,00:30:00,0.645,,,2016-02-18,00:30:00,0.70544,,,2016-02-18,00:30:00,83.5357
0.64495,0.70553,83.5752,,,,2016-02-18,00:35:00,0.64495,,,2016-02-18,00:35:00,0.70553,,,2016-02-18,00:35:00,83.5752
0.6448,0.70543,83.5654,,,,2016-02-18,00:40:00,0.6448,,,2016-02-18,00:40:00,0.70543,,,2016-02-18,00:40:00,83.5654
0.64508,0.70551,83.5811,,,,2016-02-18,00:45:00,0.64508,,,2016-02-18,00:45:00,0.70551,,,2016-02-18,00:45:00,83.5811
0.64526,0.70538,83.5536,,,,2016-02-18,00:50:00,0.64526,,,2016-02-18,00:50:00,0.70538,,,2016-02-18,00:50:00,83.5536
0.64526,0.70531,83.5227,,,,2016-02-18,00:55:00,0.64526,,,2016-02-18,00:55:00,0.70531,,,2016-02-18,00:55:00,83.5227
0.64501,0.70527,83.5439,,,,2016-02-18,01:00:00,0.64501,,,2016-02-18,01:00:00,0.70527,,,2016-02-18,01:00:00,83.5439
0.64505,0.70498,83.5238,,,,2016-02-18,01:05:00,0.64505,,,2016-02-18,01:05:00,0.70498,,,2016-02-18,01:05:00,83.5238
0.64532,0.70523,83.4655,,,,2016-02-18,01:10:00,0.64532,,,2016-02-18,01:10:00,0.70523,,,2016-02-18,01:10:00,83.4655
0.64535,0.70519,83.466,,,,2016-02-18,01:15:00,0.64535,,,2016-02-18,01:15:00,0.70519,,,2016-02-18,01:15:00,83.466
0.64539,0.7052,83.4831,,,,2016-02-18,01:20:00,0.64539,,,2016-02-18,01:20:00,0.7052,,,2016-02-18,01:20:00,83.4831
0.64496,0.70493,83.461,,,,2016-02-18,01:25:00,0.64496,,,2016-02-18,01:25:00,0.70493,,,2016-02-18,01:25:00,83.461
0.64494,0.7055,83.4219,,,,2016-02-18,01:30:00,0.64494,,,2016-02-18,01:30:00,0.7055,,,2016-02-18,01:30:00,83.4219
0.64186,0.70572,83.3907,,,,2016-02-18,01:35:00,0.64186,,,2016-02-18,01:35:00,0.70572,,,2016-02-18,01:35:00,83.3907
0.64171,0.70577,83.3564,,,,2016-02-18,01:40:00,0.64171,,,2016-02-18,01:40:00,0.70577,,,2016-02-18,01:40:00,83.3564
0.64191,0.70552,83.3821,,,,2016-02-18,01:45:00,0.64191,,,2016-02-18,01:45:00,0.70552,,,2016-02-18,01:45:00,83.3821
0.64146,0.70541,83.3328,,,,2016-02-18,01:50:00,0.64146,,,2016-02-18,01:50:00,0.70541,,,2016-02-18,01:50:00,83.3328
0.64198,0.70556,83.3563,,,,2016-02-18,01:55:00,0.64198,,,2016-02-18,01:55:00,0.70556,,,2016-02-18,01:55:00,83.3563
0.64241,0.70551,83.3612,,,,2016-02-18,02:00:00,0.64241,,,2016-02-18,02:00:00,0.70551,,,2016-02-18,02:00:00,83.3612
0.64114,0.70571,83.2461,,,,2016-02-18,02:05:00,0.64114,,,2016-02-18,02:05:00,0.70571,,,2016-02-18,02:05:00,83.2461
0.64184,0.70553,83.3125,,,,2016-02-18,02:10:00,0.64184,,,2016-02-18,02:10:00,0.70553,,,2016-02-18,02:10:00,83.3125
0.64205,0.70538,83.3406,,,,2016-02-18,02:15:00,0.64205,,,2016-02-18,02:15:00,0.70538,,,2016-02-18,02:15:00,83.3406
0.64275,0.70541,83.4454,,,,2016-02-18,02:20:00,0.64275,,,2016-02-18,02:20:00,0.70541,,,2016-02-18,02:20:00,83.4454
0.64271,0.70558,83.4186,,,,2016-02-18,02:25:00,0.64271,,,2016-02-18,02:25:00,0.70558,,,2016-02-18,02:25:00,83.4186
0.64262,0.70544,83.4132,,,,2016-02-18,02:30:00,0.64262,,,2016-02-18,02:30:00,0.70544,,,2016-02-18,02:30:00,83.4132
0.64231,0.70572,83.2618,,,,2016-02-18,02:35:00,0.64231,,,2016-02-18,02:35:00,0.70572,,,2016-02-18,02:35:00,83.2618
0.64277,0.70553,83.3189,,,,2016-02-18,02:40:00,0.64277,,,2016-02-18,02:40:00,0.70553,,,2016-02-18,02:40:00,83.3189
0.64335,0.70529,83.3474,,,,2016-02-18,02:45:00,0.64335,,,2016-02-18,02:45:00,0.70529,,,2016-02-18,02:45:00,83.3474
0.643,0.70536,83.3554,,,,2016-02-18,02:50:00,0.643,,,2016-02-18,02:50:00,0.70536,,,2016-02-18,02:50:00,83.3554
0.64327,0.70526,83.3692,,,,2016-02-18,02:55:00,0.64327,,,2016-02-18,02:55:00,0.70526,,,2016-02-18,02:55:00,83.3692
0.64334,0.70513,83.3417,,,,2016-02-18,03:00:00,0.64334,,,2016-02-18,03:00:00,0.70513,,,2016-02-18,03:00:00,83.3417
0.64263,0.70554,83.2685,,,,2016-02-18,03:05:00,0.64263,,,2016-02-18,03:05:00,0.70554,,,2016-02-18,03:05:00,83.2685
0.64245,0.70535,83.2869,,,,2016-02-18,03:10:00,0.64245,,,2016-02-18,03:10:00,0.70535,,,2016-02-18,03:10:00,83.2869
0.64255,0.70554,83.3064,,,,2016-02-18,03:15:00,0.64255,,,2016-02-18,03:15:00,0.70554,,,2016-02-18,03:15:00,83.3064
0.64265,0.70538,83.2909,,,,2016-02-18,03:20:00,0.64265,,,2016-02-18,03:20:00,0.70538,,,2016-02-18,03:20:00,83.2909
0.64268,0.70554,83.285,,,,2016-02-18,03:25:00,0.64268,,,2016-02-18,03:25:00,0.70554,,,2016-02-18,03:25:00,83.285
0.6429,0.70543,83.3025,,,,2016-02-18,03:30:00,0.6429,,,2016-02-18,03:30:00,0.70543,,,2016-02-18,03:30:00,83.3025
0.64306,0.70514,83.3408,,,,2016-02-18,03:35:00,0.64306,,,2016-02-18,03:35:00,0.70514,,,2016-02-18,03:35:00,83.3408
0.64343,0.70523,83.375,,,,2016-02-18,03:40:00,0.64343,,,2016-02-18,03:40:00,0.70523,,,2016-02-18,03:40:00,83.375
0.64381,0.70517,83.4306,,,,2016-02-18,03:45:00,0.64381,,,2016-02-18,03:45:00,0.70517,,,2016-02-18,03:45:00,83.4306
0.6438,0.70519,83.466,,,,2016-02-18,03:50:00,0.6438,,,2016-02-18,03:50:00,0.70519,,,2016-02-18,03:50:00,83.466
0.64343,0.70525,83.4328,,,,2016-02-18,03:55:00,0.64343,,,2016-02-18,03:55:00,0.70525,,,2016-02-18,03:55:00,83.4328
0.64327,0.70527,83.4342,,,,2016-02-18,04:00:00,0.64327,,,2016-02-18,04:00:00,0.70527,,,2016-02-18,04:00:00,83.4342
0.64303,0.70528,83.4448,,,,2016-02-18,04:05:00,0.64303,,,2016-02-18,04:05:00,0.70528,,,2016-02-18,04:05:00,83.4448
0.643,0.70525,83.4476,,,,2016-02-18,04:10:00,0.643,,,2016-02-18,04:10:00,0.70525,,,2016-02-18,04:10:00,83.4476
0.64334,0.70517,83.4554,,,,2016-02-18,04:15:00,0.64334,,,2016-02-18,04:15:00,0.70517,,,2016-02-18,04:15:00,83.4554
0.64356,0.70526,83.4785,,,,2016-02-18,04:20:00,0.64356,,,2016-02-18,04:20:00,0.70526,,,2016-02-18,04:20:00,83.4785
0.64333,0.70523,83.4782,,,,2016-02-18,04:25:00,0.64333,,,2016-02-18,04:25:00,0.70523,,,2016-02-18,04:25:00,83.4782
