audeur,chfgbp,cadjpy,,,audeur,Date,Time,Close,,chfgbp,Date,Time,Close,,cadjpy,Date,Time,Close
0.64208,0.70157,83.155,,,,2016-02-16,01:40:00,0.64208,,,2016-02-16,01:40:00,0.70157,,,2016-02-16,01:40:00,83.155
0.64237,0.70123,83.1509,,,,2016-02-16,01:45:00,0.64237,,,2016-02-16,01:45:00,0.70123,,,2016-02-16,01:45:00,83.1509
0.64218,0.70125,83.1084,,,,2016-02-16,01:50:00,0.64218,,,2016-02-16,01:50:00,0.70125,,,2016-02-16,01:50:00,83.1084
0.6425,0.7016,83.1618,,,,2016-02-16,01:55:00,0.6425,,,2016-02-16,01:55:00,0.7016,,,2016-02-16,01:55:00,83.1618
0.64202,0.70191,83.1789,,,,2016-02-16,02:00:00,0.64202,,,2016-02-16,02:00:00,0.70191,,,2016-02-16,02:00:00,83.1789
0.64175,0.70198,83.1056,,,,2016-02-16,02:05:00,0.64175,,,2016-02-16,02:05:00,0.70198,,,2016-02-16,02:05:00,83.1056
0.64156,0.70206,83.1131,,,,2016-02-16,02:10:00,0.64156,,,2016-02-16,02:10:00,0.70206,,,2016-02-16,02:10:00,83.1131
0.64154,0.702,83.1935,,,,2016-02-16,02:15:00,0.64154,,,2016-02-16,02:15:00,0.702,,,2016-02-16,02:15:00,83.1935
0.64101,0.70203,83.1379,,,,2016-02-16,02:20:00,0.64101,,,2016-02-16,02:20:00,0.70203,,,2016-02-16,02:20:00,83.1379
0.64088,0.70213,83.152,,,,2016-02-16,02:25:00,0.64088,,,2016-02-16,02:25:00,0.70213,,,2016-02-16,02:25:00,83.152
0.64129,0.70196,83.1388,,,,2016-02-16,02:30:00,0.64129,,,2016-02-16,02:30:00,0.70196,,,2016-02-16,02:30:00,83.1388
0.64161,0.70177,83.1654,,,,2016-02-16,02:35:00,0.64161,,,2016-02-16,02:35:00,0.70177,,,2016-02-16,02:35:00,83.1654
0.6416,0.70186,83.1455,,,,2016-02-16,02:40:00,0.6416,,,2016-02-16,02:40:00,0.70186,,,2016-02-16,02:40:00,83.1455
0.64111,0.70149,83.1146,,,,2016-02-16,02:45:00,0.64111,,,2016-02-16,02:45:00,0.70149,,,2016-02-16,02:45:00,83.1146
0.64084,0.70156,83.0531,,,,2016-02-16,02:50:00,0.64084,,,2016-02-16,02:50:00,0.70156,,,2016-02-16,02:50:00,83.0531
0.64127,0.70152,83.1579,,,,2016-02-16,02:55:00,0.64127,,,2016-02-16,02:55:00,0.70152,,,2016-02-16,02:55:00,83.1579
0.64121,0.70123,83.1338,,,,2016-02-16,03:00:00,0.64121,,,2016-02-16,03:00:00,0.70123,,,2016-02-16,03:00:00,83.1338
0.64148,0.70158,83.1351,,,,2016-02-16,03:05:00,0.64148,,,2016-02-16,03:05:00,0.70158,,,2016-02-16,03:05:00,83.1351
0.64083,0.70166,83.1092,,,,2016-02-16,03:10:00,0.64083,,,2016-02-16,03:10:00,0.70166,,,2016-02-16,03:10:00,83.1092
0.64095,0.70162,83.1253,,,,2016-02-16,03:15:00,0.64095,,,2016-02-16,03:15:00,0.70162,,,2016-02-16,03:15:00,83.1253
0.641,0.70177,83.1172,,,,2016-02-16,03:20:00,0.641,,,2016-02-16,03:20:00,0.70177,,,2016-02-16,03:20:00,83.1172
0.64137,0.70186,83.1565,,,,2016-02-16,03:25:00,0.64137,,,2016-02-16,03:25:00,0.70186,,,2016-02-16,03:25:00,83.1565
0.64144,0.70179,83.1686,,,,2016-02-16,03:30:00,0.64144,,,2016-02-16,03:30:00,0.70179,,,2016-02-16,03:30:00,83.1686
0.64123,0.70167,83.1802,,,,2016-02-16,03:35:00,0.64123,,,2016-02-16,03:35:00,0.70167,,,2016-02-16,03:35:00,83.1802
0.64153,0.70157,83.2128,,,,2016-02-16,03:40:00,0.64153,,,2016-02-16,03:40:00,0.70157,,,2016-02-16,03:40:00,83.2128
0.64177,0.7014,83.2428,,,,2016-02-16,03:45:00,0.64177,,,2016-02-16,03:45:00,0.7014,,,2016-02-16,03:45:00,83.2428
0.64239,0.70144,83.3545,,,,2016-02-16,03:50:00,0.64239,,,2016-02-16,03:50:00,0.70144,,,2016-02-16,03:50:00,83.3545
0.64216,0.7017,83.3188,,,,2016-02-16,03:55:00,0.64216,,,2016-02-16,03:55:00,0.7017,,,2016-02-16,03:55:00,83.3188
0.64204,0.70182,83.2914,,,,2016-02-16,04:00:00,0.64204,,,2016-02-16,04:00:00,0.70182,,,2016-02-16,04:00:00,83.2914
0.64194,0.70184,83.3075,,,,2016-02-16,04:05:00,0.64194,,,2016-02-16,04:05:00,0.70184,,,2016-02-16,04:05:00,83.3075
0.64229,0.7016,83.3404,,,,2016-02-16,04:10:00,0.64229,,,2016-02-16,04:10:00,0.7016,,,2016-02-16,04:10:00,83.3404
0.64199,0.70159,83.3089,,,,2016-02-16,04:15:00,0.64199,,,2016-02-16,04:15:00,0.70159,,,2016-02-16,04:15:00,83.3089
0.64193,0.70155,83.3516,,,,2016-02-16,04:20:00,0.64193,,,2016-02-16,04:20:00,0.70155,,,2016-02-16,04:20:00,83.3516
0.64214,0.7014,83.381,,,,2016-02-16,04:25:00,0.64214,,,2016-02-16,04:25:00,0.7014,,,2016-02-16,04:25:00,83.381
0.64237,0.7016,83.4039,,,,2016-02-16,04:30:00,0.64237,,,2016-02-16,04:30:00,0.7016,,,2016-02-16,04:30:00,83.4039
0.64303,0.70129,83.4836,,,,2016-02-16,04:35:00,0.64303,,,2016-02-16,04:35:00,0.70129,,,2016-02-16,04:35:00,83.4836
0.64288,0.70143,83.4406,,,,2016-02-16,04:40:00,0.64288,,,2016-02-16,04:40:00,0.70143,,,2016-02-16,04:40:00,83.4406
0.64299,0.70134,83.4071,,,,2016-02-16,04:45:00,0.64299,,,2016-02-16,04:45:00,0.70134,,,2016-02-16,04:45:00,83.4071
0.64225,0.70155,83.3866,,,,2016-02-16,04:50:00,0.64225,,,2016-02-16,04:50:00,0.70155,,,2016-02-16,04:50:00,83.3866
0.64239,0.70142,83.4172,,,,2016-02-16,04:55:00,0.64239,,,2016-02-16,04:55:00,0.70142,,,2016-02-16,04:55:00,83.4172
0.64255,0.70153,83.4645,,,,2016-02-16,05:00:00,0.64255,,,2016-02-16,05:00:00,0.70153,,,2016-02-16,05:00:00,83.4645
0.64245,0.7014,83.4204,,,,2016-02-16,05:05:00,0.64245,,,2016-02-16,05:05:00,0.7014,,,2016-02-16,05:05:00,83.4204
0.64232,0.70133,83.4106,,,,2016-02-16,05:10:00,0.64232,,,2016-02-16,05:10:00,0.70133,,,2016-02-16,05:10:00,83.4106
0.6425,0.70126,83.4057,,,,2016-02-16,05:15:00,0.6425,,,2016-02-16,05:15:00,0.70126,,,2016-02-16,05:15:00,83.4057
0.64276,0.70101,83.4827,,,,2016-02-16,05:20:00,0.64276,,,2016-02-16,05:20:00,0.70101,,,2016-02-16,05:20:00,83.4827
0.64226,0.70103,83.4558,,,,2016-02-16,05:25:00,0.64226,,,2016-02-16,05:25:00,0.70103,,,2016-02-16,05:25:00,83.4558
0.64211,0.7009,83.4569,,,,2016-02-16,05:30:00,0.64211,,,2016-02-16,05:30:00,0.7009,,,2016-02-16,05:30:00,83.4569
0.6417,0.701,83.425,,,,2016-02-16,05:35:00,0.6417,,,2016-02-16,05:35:00,0.701,,,2016-02-16,05:35:00,83.425
0.64142,0.70109,83.3906,,,,2016-02-16,05:40:00,0.64142,,,2016-02-16,05:40:00,0.70109,,,2016-02-16,05:40:00,83.3906
0.64089,0.7013,83.3395,,,,2016-02-16,05:45:00,0.64089,,,2016-02-16,05:45:00,0.7013,,,2016-02-16,05:45:00,83.3395
0.64124,0.70114,83.3947,,,,2016-02-16,05:50:00,0.64124,,,2016-02-16,05:50:00,0.70114,,,2016-02-16,05:50:00,83.3947
0.64155,0.70104,83.4234,,,,2016-02-16,05:55:00,0.64155,,,2016-02-16,05:55:00,0.70104,,,2016-02-16,05:55:00,83.4234
0.64139,0.70123,83.4301,,,,2016-02-16,06:00:00,0.64139,,,2016-02-16,06:00:00,0.70123,,,2016-02-16,06:00:00,83.4301
0.64157,0.7012,83.41,,,,2016-02-16,06:05:00,0.64157,,,2016-02-16,06:05:00,0.7012,,,2016-02-16,06:05:00,83.41
0.64121,0.70136,83.406,,,,2016-02-16,06:10:00,0.64121,,,2016-02-16,06:10:00,0.70136,,,2016-02-16,06:10:00,83.406
0.6412,0.70132,83.4266,,,,2016-02-16,06:15:00,0.6412,,,2016-02-16,06:15:00,0.70132,,,2016-02-16,06:15:00,83.4266
0.64136,0.70136,83.393,,,,2016-02-16,06:20:00,0.64136,,,2016-02-16,06:20:00,0.70136,,,2016-02-16,06:20:00,83.393
0.64108,0.70153,83.346,,,,2016-02-16,06:25:00,0.64108,,,2016-02-16,06:25:00,0.70153,,,2016-02-16,06:25:00,83.346
0.64129,0.70164,83.3644,,,,2016-02-16,06:30:00,0.64129,,,2016-02-16,06:30:00,0.70164,,,2016-02-16,06:30:00,83.3644
0.64112,0.70157,83.316,,,,2016-02-16,06:35:00,0.64112,,,2016-02-16,06:35:00,0.70157,,,2016-02-16,06:35:00,83.316
0.64106,0.70169,83.2964,,,,2016-02-16,06:40:00,0.64106,,,2016-02-16,06:40:00,0.70169,,,2016-02-16,06:40:00,83.2964
0.64129,0.70143,83.3355,,,,2016-02-16,06:45:00,0.64129,,,2016-02-16,06:45:00,0.70143,,,2016-02-16,06:45:00,83.3355
0.64136,0.70144,83.3183,,,,2016-02-16,06:50:00,0.64136,,,2016-02-16,06:50:00,0.70144,,,2016-02-16,06:50:00,83.3183
0.64091,0.70178,83.2003,,,,2016-02-16,06:55:00,0.64091,,,2016-02-16,06:55:00,0.70178,,,2016-02-16,06:55:00,83.2003
0.64078,0.70171,83.198,,,,2016-02-16,07:00:00,0.64078,,,2016-02-16,07:00:00,0.70171,,,2016-02-16,07:00:00,83.198
0.64102,0.70142,83.2233,,,,2016-02-16,07:05:00,0.64102,,,2016-02-16,07:05:00,0.70142,,,2016-02-16,07:05:00,83.2233
0.64109,0.70144,83.1719,,,,2016-02-16,07:10:00,0.64109,,,2016-02-16,07:10:00,0.70144,,,2016-02-16,07:10:00,83.1719
0.64128,0.70145,83.1836,,,,2016-02-16,07:15:00,0.64128,,,2016-02-16,07:15:00,0.70145,,,2016-02-16,07:15:00,83.1836
0.64104,0.70135,83.2194,,,,2016-02-16,07:20:00,0.64104,,,2016-02-16,07:20:00,0.70135,,,2016-02-16,07:20:00,83.2194
0.64101,0.70153,83.1976,,,,2016-02-16,07:25:00,0.64101,,,2016-02-16,07:25:00,0.70153,,,2016-02-16,07:25:00,83.1976
0.64093,0.70169,83.1735,,,,2016-02-16,07:30:00,0.64093,,,2016-02-16,07:30:00,0.70169,,,2016-02-16,07:30:00,83.1735
0.64102,0.7022,83.142,,,,2016-02-16,07:35:00,0.64102,,,2016-02-16,07:35:00,0.7022,,,2016-02-16,07:35:00,83.142
0.64089,0.70209,83.17,,,,2016-02-16,07:40:00,0.64089,,,2016-02-16,07:40:00,0.70209,,,2016-02-16,07:40:00,83.17
0.64087,0.70225,83.1564,,,,2016-02-16,07:45:00,0.64087,,,2016-02-16,07:45:00,0.70225,,,2016-02-16,07:45:00,83.1564
