Date,Time,Open,High,Low,Close,Volume,OpenInt
2016-02-16,00:05:00,0.87371,0.87401,0.87364,0.87395,0,0
2016-02-16,00:10:00,0.874,0.87402,0.87368,0.87393,0,0
2016-02-16,00:15:00,0.87392,0.87397,0.87372,0.8738,0,0
2016-02-16,00:20:00,0.8738,0.87385,0.87337,0.87346,0,0
2016-02-16,00:25:00,0.87349,0.87355,0.87313,0.87318,0,0
2016-02-16,00:30:00,0.8732,0.87361,0.8732,0.87359,0,0
2016-02-16,00:35:00,0.87356,0.87384,0.87348,0.87384,0,0
2016-02-16,00:40:00,0.87384,0.87397,0.87355,0.87368,0,0
2016-02-16,00:45:00,0.87368,0.8738,0.87364,0.87367,0,0
2016-02-16,00:50:00,0.87366,0.87387,0.87354,0.8738,0,0
2016-02-16,00:55:00,0.87382,0.87436,0.87382,0.87436,0,0
2016-02-16,01:00:00,0.87436,0.87471,0.87436,0.87449,0,0
2016-02-16,01:05:00,0.87447,0.87447,0.87358,0.87389,0,0
2016-02-16,01:10:00,0.8739,0.87471,0.8739,0.87455,0,0
2016-02-16,01:15:00,0.87455,0.87486,0.87435,0.87439,0,0
2016-02-16,01:20:00,0.87439,0.8745,0.87411,0.87412,0,0
2016-02-16,01:25:00,0.87405,0.87405,0.87336,0.87351,0,0
2016-02-16,01:30:00,0.8735,0.8738,0.87339,0.87339,0,0
2016-02-16,01:35:00,0.87334,0.87347,0.87247,0.87257,0,0
2016-02-16,01:40:00,0.87261,0.873,0.8723,0.8729,0,0
2016-02-16,01:45:00,0.87293,0.87293,0.87219,0.87255,0,0
2016-02-16,01:50:00,0.87253,0.87304,0.87252,0.87302,0,0
2016-02-16,01:55:00,0.87295,0.87337,0.87248,0.87255,0,0
2016-02-16,02:00:00,0.87246,0.87272,0.87163,0.87212,0,0
2016-02-16,02:05:00,0.87207,0.87256,0.87151,0.87255,0,0
2016-02-16,02:10:00,0.8725,0.87268,0.87217,0.87243,0,0
2016-02-16,02:15:00,0.87243,0.87262,0.87186,0.87193,0,0
2016-02-16,02:20:00,0.87204,0.87289,0.87174,0.87268,0,0
2016-02-16,02:25:00,0.87268,0.87313,0.87252,0.87252,0,0
2016-02-16,02:30:00,0.87242,0.8727,0.87218,0.87248,0,0
2016-02-16,02:35:00,0.87243,0.87252,0.87206,0.87225,0,0
2016-02-16,02:40:00,0.87235,0.87277,0.87225,0.87229,0,0
2016-02-16,02:45:00,0.87239,0.87262,0.87231,0.87249,0,0
2016-02-16,02:50:00,0.87249,0.87319,0.87244,0.87309,0,0
2016-02-16,02:55:00,0.87309,0.87309,0.87236,0.87242,0,0
2016-02-16,03:00:00,0.87242,0.87281,0.87227,0.87275,0,0
2016-02-16,03:05:00,0.87291,0.87311,0.87254,0.87271,0,0
2016-02-16,03:10:00,0.87275,0.87297,0.87266,0.87282,0,0
2016-02-16,03:15:00,0.87283,0.87301,0.87271,0.87283,0,0
2016-02-16,03:20:00,0.8728,0.87297,0.8727,0.8727,0,0
2016-02-16,03:25:00,0.87269,0.87269,0.87219,0.87228,0,0
2016-02-16,03:30:00,0.87224,0.87246,0.87217,0.87217,0,0
2016-02-16,03:35:00,0.8722,0.87249,0.87196,0.87201,0,0
2016-02-16,03:40:00,0.87201,0.87211,0.87165,0.87182,0,0
2016-02-16,03:45:00,0.87182,0.87186,0.87136,0.87164,0,0
2016-02-16,03:50:00,0.87162,0.87198,0.87157,0.87157,0,0
2016-02-16,03:55:00,0.87161,0.87208,0.87161,0.8718,0,0
2016-02-16,04:00:00,0.87185,0.87212,0.87181,0.87208,0,0
2016-02-16,04:05:00,0.87216,0.87216,0.87186,0.87186,0,0
2016-02-16,04:10:00,0.87189,0.87212,0.87163,0.87166,0,0
2016-02-16,04:15:00,0.87166,0.87205,0.87163,0.87197,0,0
2016-02-16,04:20:00,0.87197,0.87204,0.87146,0.87153,0,0
2016-02-16,04:25:00,0.87152,0.87158,0.87141,0.87147,0,0
2016-02-16,04:30:00,0.87147,0.87147,0.87111,0.87113,0,0
2016-02-16,04:35:00,0.8711,0.8711,0.87071,0.87104,0,0
