SERIES,DESCRIPTION
XUDLUSG,Effective exchange rate index - US $ (1990 average = 100)

DATE,XUDLUSG
21 Jul 2005,95.6004
22 Jul 2005,95.6661
25 Jul 2005,96.0692
26 Jul 2005,96.5868
27 Jul 2005,96.7067
28 Jul 2005,96.5295
29 Jul 2005,96.0122
01 Aug 2005,95.5512
02 Aug 2005,95.2363
03 Aug 2005,94.9351
04 Aug 2005,94.7965
05 Aug 2005,95.2539
08 Aug 2005,94.9306
09 Aug 2005,95.117
10 Aug 2005,94.5001
11 Aug 2005,93.8962
12 Aug 2005,93.6379
15 Aug 2005,93.948
16 Aug 2005,93.9907
17 Aug 2005,94.3183
18 Aug 2005,95.233
19 Aug 2005,95.2955
22 Aug 2005,94.5735
23 Aug 2005,94.5786
24 Aug 2005,94.4884
25 Aug 2005,94.1217
26 Aug 2005,93.9905
30 Aug 2005,94.971
31 Aug 2005,94.4083
01 Sep 2005,93.4709
02 Sep 2005,93.1542
05 Sep 2005,93.1154
06 Sep 2005,93.2814
07 Sep 2005,93.4598
08 Sep 2005,93.5968
09 Sep 2005,93.1309
12 Sep 2005,93.9294
13 Sep 2005,94.0647
14 Sep 2005,93.7895
15 Sep 2005,94.4084
16 Sep 2005,94.5211
19 Sep 2005,94.4707
20 Sep 2005,94.3998
21 Sep 2005,94.1069
22 Sep 2005,94.5326
23 Sep 2005,95.0988
26 Sep 2005,95.3006
27 Sep 2005,95.746
28 Sep 2005,95.8261
29 Sep 2005,95.5368
30 Sep 2005,95.2004
03 Oct 2005,95.9865
04 Oct 2005,96.0275
05 Oct 2005,96.0797
06 Oct 2005,95.4692
07 Oct 2005,95.4739
10 Oct 2005,95.8213
11 Oct 2005,96.0822
12 Oct 2005,95.8285
13 Oct 2005,96.5127
14 Oct 2005,95.9436
17 Oct 2005,96.1414
18 Oct 2005,96.7949
19 Oct 2005,96.3486
20 Oct 2005,96.2411
21 Oct 2005,96.4031
24 Oct 2005,96.5315
25 Oct 2005,95.7023
26 Oct 2005,95.9308
27 Oct 2005,95.5538
28 Oct 2005,95.9912
31 Oct 2005,96.6194
01 Nov 2005,96.7104
02 Nov 2005,96.5031
03 Nov 2005,96.7019
04 Nov 2005,97.6211
07 Nov 2005,97.8772
08 Nov 2005,97.8501
09 Nov 2005,97.9068
10 Nov 2005,97.973
11 Nov 2005,98.178
14 Nov 2005,98.546
15 Nov 2005,98.7346
16 Nov 2005,98.8425
17 Nov 2005,98.351
18 Nov 2005,98.6958
21 Nov 2005,98.2209
22 Nov 2005,98.3481
23 Nov 2005,97.8067
24 Nov 2005,97.8311
25 Nov 2005,98.1623
28 Nov 2005,97.8325
29 Nov 2005,98.0828
30 Nov 2005,97.9687
01 Dec 2005,98.3972
02 Dec 2005,98.365
05 Dec 2005,98.0706
06 Dec 2005,97.9725
07 Dec 2005,98.1645
08 Dec 2005,97.6944
09 Dec 2005,97.656
12 Dec 2005,96.9795
13 Dec 2005,97.0432
14 Dec 2005,95.9974
15 Dec 2005,96.3233
16 Dec 2005,95.9059
19 Dec 2005,96.1485
20 Dec 2005,96.9247
21 Dec 2005,97.3769
22 Dec 2005,96.9741
23 Dec 2005,96.8633
28 Dec 2005,96.9237
29 Dec 2005,97.2802
30 Dec 2005,97.5937
03 Jan 2006,96.3222
04 Jan 2006,95.7226
05 Jan 2006,95.8617
06 Jan 2006,95.3663
09 Jan 2006,95.62
10 Jan 2006,95.5918
11 Jan 2006,95.3812
12 Jan 2006,95.5617
13 Jan 2006,95.438
16 Jan 2006,95.4186
17 Jan 2006,95.9625
18 Jan 2006,95.8578
19 Jan 2006,95.7255
20 Jan 2006,95.4825
23 Jan 2006,94.621
24 Jan 2006,94.7896
25 Jan 2006,94.9282
26 Jan 2006,95.0483
27 Jan 2006,95.629
30 Jan 2006,95.9207
31 Jan 2006,95.498
01 Feb 2006,95.7403
02 Feb 2006,96.0066
03 Feb 2006,96.5809
06 Feb 2006,96.5982
07 Feb 2006,96.6329
08 Feb 2006,96.826
09 Feb 2006,96.6687
10 Feb 2006,96.7095
13 Feb 2006,96.8138
14 Feb 2006,96.8959
15 Feb 2006,96.6995
16 Feb 2006,97.0169
17 Feb 2006,96.8695
20 Feb 2006,96.663
21 Feb 2006,96.93
22 Feb 2006,96.9802
23 Feb 2006,96.5055
24 Feb 2006,96.6599
27 Feb 2006,96.2769
28 Feb 2006,95.889
01 Mar 2006,95.8581
02 Mar 2006,95.6958
03 Mar 2006,95.7876
06 Mar 2006,96.0802
07 Mar 2006,96.7803
08 Mar 2006,96.8429
09 Mar 2006,96.8713
10 Mar 2006,97.4639
13 Mar 2006,97.3454
14 Mar 2006,96.4308
15 Mar 2006,96.3747
16 Mar 2006,95.8655
17 Mar 2006,95.7229
20 Mar 2006,95.8829
21 Mar 2006,96.3535
22 Mar 2006,96.3291
23 Mar 2006,96.9419
24 Mar 2006,96.8172
27 Mar 2006,96.5039
28 Mar 2006,96.3739
29 Mar 2006,97.1351
30 Mar 2006,96.1799
31 Mar 2006,96.6606
03 Apr 2006,96.7386
04 Apr 2006,95.9589
05 Apr 2006,95.9278
06 Apr 2006,95.8516
07 Apr 2006,96.16
10 Apr 2006,96.2592
11 Apr 2006,96.1773
12 Apr 2006,96.2225
13 Apr 2006,96.3842
18 Apr 2006,95.3117
19 Apr 2006,95.0443
20 Apr 2006,95.1998
21 Apr 2006,94.8654
24 Apr 2006,94.3256
25 Apr 2006,93.9972
26 Apr 2006,93.8478
27 Apr 2006,93.1935
28 Apr 2006,92.9568
02 May 2006,92.2101
03 May 2006,92.4212
04 May 2006,92.1053
05 May 2006,91.6741
08 May 2006,91.6226
09 May 2006,91.1543
10 May 2006,90.9434
11 May 2006,90.8234
12 May 2006,90.6711
15 May 2006,90.9664
16 May 2006,90.8009
17 May 2006,90.8356
18 May 2006,91.2251
19 May 2006,92.0678
22 May 2006,91.6094
23 May 2006,91.2571
24 May 2006,92.0222
25 May 2006,91.4058
26 May 2006,91.8681
30 May 2006,90.8887
31 May 2006,91.1722
01 Jun 2006,91.3554
02 Jun 2006,90.6601
05 Jun 2006,90.8394
06 Jun 2006,91.9824
07 Jun 2006,92.0366
08 Jun 2006,92.8605
09 Jun 2006,92.3073
12 Jun 2006,92.483
13 Jun 2006,93.0209
14 Jun 2006,92.7575
15 Jun 2006,92.857
16 Jun 2006,92.9341
19 Jun 2006,93.3594
20 Jun 2006,93.0011
21 Jun 2006,92.6273
22 Jun 2006,93.3248
23 Jun 2006,93.756
26 Jun 2006,93.6855
27 Jun 2006,93.4782
28 Jun 2006,93.8046
29 Jun 2006,93.4997
30 Jun 2006,92.1953
03 Jul 2006,92.2759
04 Jul 2006,92.1285
05 Jul 2006,92.8305
06 Jul 2006,92.4971
07 Jul 2006,92.0361
10 Jul 2006,92.5796
11 Jul 2006,92.7023
12 Jul 2006,93.3787
13 Jul 2006,93.0861
14 Jul 2006,93.4541
17 Jul 2006,94.1517
18 Jul 2006,94.2427
19 Jul 2006,93.9035
20 Jul 2006,93.579
21 Jul 2006,93.3764
24 Jul 2006,93.8573
25 Jul 2006,93.8343
26 Jul 2006,93.8383
27 Jul 2006,92.9532
28 Jul 2006,92.6333
31 Jul 2006,92.5754
01 Aug 2006,92.9032
02 Aug 2006,92.3155
03 Aug 2006,92.4762
04 Aug 2006,91.9564
07 Aug 2006,92.0548
08 Aug 2006,92.1418
09 Aug 2006,92.0409
10 Aug 2006,92.5794
11 Aug 2006,92.6177
14 Aug 2006,92.8947
15 Aug 2006,92.6491
16 Aug 2006,92.2517
17 Aug 2006,92.2121
18 Aug 2006,92.5803
21 Aug 2006,92.1216
22 Aug 2006,92.5414
23 Aug 2006,92.4164
24 Aug 2006,92.4639
25 Aug 2006,92.8057
29 Aug 2006,92.7148
30 Aug 2006,92.4578
31 Aug 2006,92.6063
01 Sep 2006,92.5287
04 Sep 2006,92.0502
05 Sep 2006,92.4116
06 Sep 2006,92.4988
07 Sep 2006,92.7383
08 Sep 2006,93.2194
11 Sep 2006,93.4408
12 Sep 2006,93.2915
13 Sep 2006,93.398
14 Sep 2006,92.9702
15 Sep 2006,93.4387
18 Sep 2006,93.3597
19 Sep 2006,93.1572
20 Sep 2006,93.2844
21 Sep 2006,92.9721
22 Sep 2006,92.5681
25 Sep 2006,92.7427
26 Sep 2006,93.0629
27 Sep 2006,93.0445
28 Sep 2006,93.2017
29 Sep 2006,93.4434
02 Oct 2006,93.1122
03 Oct 2006,93.2102
04 Oct 2006,93.5685
05 Oct 2006,93.5012
06 Oct 2006,94.1087
09 Oct 2006,94.0214
10 Oct 2006,94.5425
11 Oct 2006,94.6056
12 Oct 2006,94.6163
13 Oct 2006,94.8593
16 Oct 2006,94.6276
17 Oct 2006,94.4118
18 Oct 2006,94.5383
19 Oct 2006,94.0165
20 Oct 2006,93.8858
23 Oct 2006,94.2493
24 Oct 2006,94.3455
25 Oct 2006,94.035
26 Oct 2006,93.6902
27 Oct 2006,93.1038
30 Oct 2006,93.1406
31 Oct 2006,92.8625
01 Nov 2006,92.9874
02 Nov 2006,93.1622
03 Nov 2006,93.4408
06 Nov 2006,93.5451
07 Nov 2006,92.9753
08 Nov 2006,93.2565
09 Nov 2006,93.331
10 Nov 2006,92.8897
13 Nov 2006,93.3246
14 Nov 2006,93.3187
15 Nov 2006,93.4833
16 Nov 2006,93.4742
17 Nov 2006,93.3695
20 Nov 2006,93.5785
21 Nov 2006,93.4835
22 Nov 2006,92.6763
23 Nov 2006,92.5256
24 Nov 2006,91.8644
27 Nov 2006,91.7507
28 Nov 2006,91.7152
29 Nov 2006,91.7909
30 Nov 2006,91.4237
01 Dec 2006,91.0962
04 Dec 2006,91.2374
05 Dec 2006,91.1658
06 Dec 2006,91.1768
07 Dec 2006,91.3456
08 Dec 2006,91.3578
11 Dec 2006,92.0544
12 Dec 2006,92.0207
13 Dec 2006,92.1574
14 Dec 2006,92.4407
15 Dec 2006,92.7305
18 Dec 2006,92.8784
19 Dec 2006,92.5245
20 Dec 2006,92.3362
21 Dec 2006,92.5934
22 Dec 2006,92.7372
27 Dec 2006,92.9161
28 Dec 2006,92.8939
29 Dec 2006,92.9151
02 Jan 2007,92.5812
03 Jan 2007,93.1009
04 Jan 2007,93.4909
05 Jan 2007,93.6942
08 Jan 2007,93.6119
09 Jan 2007,93.8413
10 Jan 2007,94.0447
11 Jan 2007,94.3509
12 Jan 2007,93.9814
15 Jan 2007,93.9252
16 Jan 2007,94.12
17 Jan 2007,94.0179
18 Jan 2007,94.206
19 Jan 2007,94.2041
22 Jan 2007,94.2364
23 Jan 2007,94.0821
24 Jan 2007,94.2866
25 Jan 2007,94.1016
26 Jan 2007,94.534
29 Jan 2007,94.6043
30 Jan 2007,94.4321
31 Jan 2007,94.1817
01 Feb 2007,93.8721
02 Feb 2007,94.2987
05 Feb 2007,94.2463
06 Feb 2007,94.1893
07 Feb 2007,94.0915
08 Feb 2007,94.2545
09 Feb 2007,94.3056
12 Feb 2007,94.4112
13 Feb 2007,94.066
14 Feb 2007,93.553
15 Feb 2007,93.1529
16 Feb 2007,93.1939
19 Feb 2007,93.2463
20 Feb 2007,93.3474
21 Feb 2007,93.5171
22 Feb 2007,93.6839
23 Feb 2007,93.3501
26 Feb 2007,93.2188
27 Feb 2007,92.7103
28 Feb 2007,92.9058
01 Mar 2007,92.8448
02 Mar 2007,92.7865
05 Mar 2007,92.8927
06 Mar 2007,92.8415
07 Mar 2007,92.8405
08 Mar 2007,93.1487
09 Mar 2007,93.2142
12 Mar 2007,92.824
13 Mar 2007,92.6273
14 Mar 2007,92.5331
15 Mar 2007,92.6898
16 Mar 2007,92.3557
19 Mar 2007,92.5862
20 Mar 2007,92.2736
21 Mar 2007,92.2387
22 Mar 2007,92.0413
23 Mar 2007,92.2652
26 Mar 2007,92.1732
27 Mar 2007,92.1383
28 Mar 2007,91.726
29 Mar 2007,92.1857
30 Mar 2007,92.1822
02 Apr 2007,91.9553
03 Apr 2007,92.1997
04 Apr 2007,92.1756
05 Apr 2007,91.869
10 Apr 2007,91.9178
11 Apr 2007,91.8963
12 Apr 2007,91.5133
13 Apr 2007,91.5502
16 Apr 2007,91.4214
17 Apr 2007,91.1498
18 Apr 2007,90.862
19 Apr 2007,90.8081
20 Apr 2007,90.8857
23 Apr 2007,90.9095
24 Apr 2007,90.6877
25 Apr 2007,90.4934
26 Apr 2007,90.9885
27 Apr 2007,90.7059
30 Apr 2007,90.5525
01 May 2007,90.8202
02 May 2007,90.9153
03 May 2007,91.0016
04 May 2007,90.9542
08 May 2007,90.9742
09 May 2007,90.8649
10 May 2007,91.21
11 May 2007,91.2501
14 May 2007,91.1421
15 May 2007,90.7807
16 May 2007,91.0423
17 May 2007,91.3053
18 May 2007,91.1249
21 May 2007,91.209
22 May 2007,91.1607
23 May 2007,90.944
24 May 2007,91.1047
25 May 2007,91.0509
29 May 2007,90.859
30 May 2007,90.86
31 May 2007,90.8942
01 Jun 2007,90.9173
04 Jun 2007,90.4955
05 Jun 2007,90.4546
06 Jun 2007,90.3249
07 Jun 2007,90.6083
08 Jun 2007,90.9421
11 Jun 2007,91.0298
12 Jun 2007,91.1454
13 Jun 2007,91.3546
14 Jun 2007,91.525
15 Jun 2007,91.4034
18 Jun 2007,91.5551
19 Jun 2007,91.2052
20 Jun 2007,91.2063
21 Jun 2007,91.4083
22 Jun 2007,91.324
25 Jun 2007,91.2477
26 Jun 2007,91.0428
27 Jun 2007,91.0598
28 Jun 2007,90.8499
29 Jun 2007,90.8984
02 Jul 2007,90.0639
03 Jul 2007,90.2951
04 Jul 2007,90.2037
05 Jul 2007,90.3439
06 Jul 2007,90.1124
09 Jul 2007,90.1649
10 Jul 2007,89.718
11 Jul 2007,89.6151
12 Jul 2007,89.5648
13 Jul 2007,89.5108
16 Jul 2007,89.3526
17 Jul 2007,89.3263
18 Jul 2007,89.1396
19 Jul 2007,89.1485
20 Jul 2007,88.923
23 Jul 2007,89.0239
24 Jul 2007,88.7304
25 Jul 2007,89.0965
26 Jul 2007,89.0014
27 Jul 2007,89.2507
30 Jul 2007,89.3397
31 Jul 2007,89.4313
01 Aug 2007,89.1797
02 Aug 2007,89.1602
03 Aug 2007,88.7746
06 Aug 2007,88.5776
07 Aug 2007,88.9159
08 Aug 2007,88.8427
09 Aug 2007,89.0538
10 Aug 2007,88.9792
13 Aug 2007,89.2148
14 Aug 2007,89.539
15 Aug 2007,89.9069
16 Aug 2007,89.4099
17 Aug 2007,88.7151
20 Aug 2007,88.9729
21 Aug 2007,88.8532
22 Aug 2007,89.0059
23 Aug 2007,88.8922
24 Aug 2007,88.6247
28 Aug 2007,88.5776
29 Aug 2007,88.6076
30 Aug 2007,88.7153
31 Aug 2007,88.7674
03 Sep 2007,88.678
04 Sep 2007,88.8337
05 Sep 2007,88.4481
06 Sep 2007,88.3254
07 Sep 2007,87.6975
10 Sep 2007,87.665
11 Sep 2007,87.5316
12 Sep 2007,87.286
13 Sep 2007,87.4843
14 Sep 2007,87.4895
17 Sep 2007,87.4233
18 Sep 2007,87.4938
19 Sep 2007,87.2356
20 Sep 2007,86.1655
21 Sep 2007,86.3038
24 Sep 2007,86.2068
25 Sep 2007,86.041
26 Sep 2007,86.4653
27 Sep 2007,86.2686
28 Sep 2007,85.7325
01 Oct 2007,85.7912
02 Oct 2007,86.2184
03 Oct 2007,86.3465
04 Oct 2007,86.3432
05 Oct 2007,85.9715
08 Oct 2007,86.4478
09 Oct 2007,86.2585
10 Oct 2007,86.0407
11 Oct 2007,85.8184
12 Oct 2007,85.9521
15 Oct 2007,85.8018
16 Oct 2007,85.9412
17 Oct 2007,85.7481
18 Oct 2007,85.3406
19 Oct 2007,84.9962
22 Oct 2007,85.4249
23 Oct 2007,84.9902
24 Oct 2007,84.9999
25 Oct 2007,84.7559
26 Oct 2007,84.437
29 Oct 2007,84.3391
30 Oct 2007,84.2475
31 Oct 2007,84.1707
01 Nov 2007,84.1419
02 Nov 2007,83.7157
05 Nov 2007,83.6435
06 Nov 2007,83.1931
07 Nov 2007,82.4556
08 Nov 2007,82.539
09 Nov 2007,82.454
12 Nov 2007,83.1183
13 Nov 2007,83.0763
14 Nov 2007,83.0321
15 Nov 2007,83.6156
16 Nov 2007,83.4841
19 Nov 2007,83.4629
20 Nov 2007,83.2026
21 Nov 2007,82.8989
22 Nov 2007,82.8072
23 Nov 2007,82.8282
26 Nov 2007,82.714
27 Nov 2007,82.8864
28 Nov 2007,83.3581
29 Nov 2007,83.3375
30 Nov 2007,83.9581
03 Dec 2007,83.8942
04 Dec 2007,83.7346
05 Dec 2007,84.3947
06 Dec 2007,84.5829
07 Dec 2007,84.439
10 Dec 2007,84.271
11 Dec 2007,84.4172
12 Dec 2007,84.5386
13 Dec 2007,84.8792
14 Dec 2007,85.5543
17 Dec 2007,85.4516
18 Dec 2007,85.4592
19 Dec 2007,85.4091
20 Dec 2007,85.3944
21 Dec 2007,85.4192
24 Dec 2007,85.3717
27 Dec 2007,84.799
28 Dec 2007,84.1727
31 Dec 2007,84.2447
02 Jan 2008,83.7953
03 Jan 2008,83.6897
04 Jan 2008,83.4908
07 Jan 2008,83.7809
08 Jan 2008,83.8743
09 Jan 2008,84.1966
10 Jan 2008,84.1206
11 Jan 2008,84.0525
14 Jan 2008,83.5762
15 Jan 2008,83.2805
16 Jan 2008,83.8249
17 Jan 2008,83.8844
18 Jan 2008,84.0689
21 Jan 2008,84.2492
22 Jan 2008,84.0191
23 Jan 2008,83.944
24 Jan 2008,83.4517
25 Jan 2008,83.4193
28 Jan 2008,83.0841
29 Jan 2008,83.0558
30 Jan 2008,83.0647
31 Jan 2008,83.0258
01 Feb 2008,82.825
04 Feb 2008,82.8758
05 Feb 2008,83.5462
06 Feb 2008,83.4006
07 Feb 2008,83.8988
08 Feb 2008,83.8069
11 Feb 2008,83.7574
12 Feb 2008,83.5507
13 Feb 2008,83.8728
14 Feb 2008,83.5705
15 Feb 2008,83.4864
18 Feb 2008,83.8566
19 Feb 2008,83.6025
20 Feb 2008,84.101
21 Feb 2008,83.4892
22 Feb 2008,83.295
25 Feb 2008,83.2001
26 Feb 2008,82.7529
27 Feb 2008,81.8658
28 Feb 2008,81.3872
29 Feb 2008,81.0594
03 Mar 2008,81.1359
04 Mar 2008,80.9777
05 Mar 2008,81.1358
06 Mar 2008,80.5815
07 Mar 2008,80.5914
10 Mar 2008,80.4994
11 Mar 2008,80.8288
12 Mar 2008,80.2362
13 Mar 2008,79.4945
14 Mar 2008,79.4267
17 Mar 2008,78.6671
18 Mar 2008,78.8051
19 Mar 2008,79.6181
20 Mar 2008,80.4036
25 Mar 2008,80.1446
26 Mar 2008,79.6127
27 Mar 2008,79.6385
28 Mar 2008,79.808
31 Mar 2008,79.7658
01 Apr 2008,80.9478
02 Apr 2008,80.8445
03 Apr 2008,80.4667
04 Apr 2008,80.0776
07 Apr 2008,80.4636
08 Apr 2008,80.6131
09 Apr 2008,80.5155
10 Apr 2008,80.1185
11 Apr 2008,80.1738
14 Apr 2008,79.976
15 Apr 2008,80.2118
16 Apr 2008,79.6182
17 Apr 2008,80.1165
18 Apr 2008,80.8491
21 Apr 2008,80.1598
22 Apr 2008,80.0576
23 Apr 2008,80.5947
24 Apr 2008,80.9998
25 Apr 2008,80.959
28 Apr 2008,81.139
29 Apr 2008,80.982
30 Apr 2008,81.1292
01 May 2008,81.5702
02 May 2008,81.9064
06 May 2008,81.1463
07 May 2008,81.6585
08 May 2008,81.3827
09 May 2008,81.1736
12 May 2008,81.0965
13 May 2008,81.2974
14 May 2008,81.5698
15 May 2008,81.3773
16 May 2008,80.9637
19 May 2008,81.0294
20 May 2008,80.5453
21 May 2008,80.0345
22 May 2008,80.2622
23 May 2008,80.0746
27 May 2008,80.4995
28 May 2008,80.7776
29 May 2008,80.9453
30 May 2008,81.1704
02 Jun 2008,81.1407
03 Jun 2008,81.5217
04 Jun 2008,81.6859
05 Jun 2008,81.9378
06 Jun 2008,81.247
09 Jun 2008,81.5297
10 Jun 2008,82.3036
11 Jun 2008,81.956
12 Jun 2008,82.7033
13 Jun 2008,82.9065
16 Jun 2008,82.5748
17 Jun 2008,82.4285
18 Jun 2008,82.3767
19 Jun 2008,82.2484
20 Jun 2008,81.9497
23 Jun 2008,82.3723
24 Jun 2008,82.0184
25 Jun 2008,82.1445
26 Jun 2008,81.4716
27 Jun 2008,81.2085
30 Jun 2008,81.2658
01 Jul 2008,81.4358
02 Jul 2008,81.1074
03 Jul 2008,81.6367
04 Jul 2008,81.5834
07 Jul 2008,81.9001
08 Jul 2008,81.9011
09 Jul 2008,81.5621
10 Jul 2008,81.3539
11 Jul 2008,80.9205
14 Jul 2008,80.9608
15 Jul 2008,80.1104
16 Jul 2008,80.6515
17 Jul 2008,80.5979
18 Jul 2008,81.0536
21 Jul 2008,81.0286
22 Jul 2008,81.1431
23 Jul 2008,81.6842
24 Jul 2008,81.742
25 Jul 2008,81.9346
28 Jul 2008,81.8329
29 Jul 2008,82.3902
30 Jul 2008,82.3866
31 Jul 2008,82.3206
01 Aug 2008,82.3431
04 Aug 2008,82.4648
05 Aug 2008,82.9657
06 Aug 2008,83.4449
07 Aug 2008,83.7633
08 Aug 2008,85.0446
11 Aug 2008,84.9969
12 Aug 2008,85.1126
13 Aug 2008,85.1754
14 Aug 2008,85.1864
15 Aug 2008,85.8945
18 Aug 2008,85.7628
19 Aug 2008,85.686
20 Aug 2008,85.697
21 Aug 2008,84.5317
22 Aug 2008,85.1833
26 Aug 2008,85.5366
27 Aug 2008,85.463
28 Aug 2008,85.4784
29 Aug 2008,85.4625
01 Sep 2008,85.9277
02 Sep 2008,86.3621
03 Sep 2008,86.2686
04 Sep 2008,86.3865
05 Sep 2008,86.2804
08 Sep 2008,86.7887
09 Sep 2008,86.8712
10 Sep 2008,87.1492
11 Sep 2008,87.3984
12 Sep 2008,86.5768
15 Sep 2008,86.3604
16 Sep 2008,86.3781
17 Sep 2008,86.1825
18 Sep 2008,85.5947
19 Sep 2008,85.538
22 Sep 2008,84.6764
23 Sep 2008,84.1857
24 Sep 2008,84.4056
25 Sep 2008,84.4787
26 Sep 2008,84.5717
29 Sep 2008,84.7865
30 Sep 2008,86.6301
01 Oct 2008,86.6002
02 Oct 2008,87.3044
03 Oct 2008,87.4426
06 Oct 2008,87.7239
07 Oct 2008,87.5515
08 Oct 2008,87.3244
09 Oct 2008,87.9545
10 Oct 2008,88.9124
13 Oct 2008,88.308
14 Oct 2008,88.4648
15 Oct 2008,88.9127
16 Oct 2008,89.4236
17 Oct 2008,89.3928
20 Oct 2008,90.0613
21 Oct 2008,90.6494
22 Oct 2008,91.7589
23 Oct 2008,91.634
24 Oct 2008,91.1836
27 Oct 2008,92.5523
28 Oct 2008,93.1049
29 Oct 2008,91.0837
30 Oct 2008,90.977
31 Oct 2008,91.5678
03 Nov 2008,91.247
04 Nov 2008,90.0875
05 Nov 2008,89.8409
06 Nov 2008,90.6989
07 Nov 2008,90.7683
10 Nov 2008,91.0767
11 Nov 2008,91.9056
12 Nov 2008,92.097
13 Nov 2008,92.2596
14 Nov 2008,92.0456
17 Nov 2008,92.2143
18 Nov 2008,92.2814
19 Nov 2008,92.3352
20 Nov 2008,93.3935
21 Nov 2008,93.2984
24 Nov 2008,91.6648
25 Nov 2008,90.8404
26 Nov 2008,90.9748
27 Nov 2008,91.2377
28 Nov 2008,91.7395
01 Dec 2008,91.9306
02 Dec 2008,91.499
03 Dec 2008,91.7719
04 Dec 2008,91.7744
05 Dec 2008,92.4269
08 Dec 2008,91.1012
09 Dec 2008,91.2114
10 Dec 2008,90.9765
11 Dec 2008,89.4275
12 Dec 2008,89.2664
15 Dec 2008,88.0475
16 Dec 2008,87.6253
17 Dec 2008,85.2408
18 Dec 2008,85.1212
19 Dec 2008,87.0813
22 Dec 2008,87.4372
23 Dec 2008,87.4266
24 Dec 2008,87.3107
29 Dec 2008,86.7702
30 Dec 2008,87.1131
31 Dec 2008,87.928
02 Jan 2009,87.5553
05 Jan 2009,88.2539
06 Jan 2009,88.9995
07 Jan 2009,87.8249
08 Jan 2009,87.1343
09 Jan 2009,87.4449
12 Jan 2009,87.9365
13 Jan 2009,89.0675
14 Jan 2009,89.1997
15 Jan 2009,90.0853
16 Jan 2009,89.4265
19 Jan 2009,89.8878
20 Jan 2009,90.8136
21 Jan 2009,90.4814
22 Jan 2009,90.4218
23 Jan 2009,90.8315
26 Jan 2009,89.2709
27 Jan 2009,89.0794
28 Jan 2009,88.774
29 Jan 2009,89.2611
30 Jan 2009,90.3059
02 Feb 2009,90.4672
03 Feb 2009,89.7743
04 Feb 2009,89.8005
05 Feb 2009,90.0755
06 Feb 2009,90.596
09 Feb 2009,89.5625
10 Feb 2009,89.6823
11 Feb 2009,90.451
12 Feb 2009,90.9632
13 Feb 2009,90.6928
16 Feb 2009,91.1429
17 Feb 2009,92.2377
18 Feb 2009,92.7562
19 Feb 2009,92.373
20 Feb 2009,92.6594
23 Feb 2009,92.1141
24 Feb 2009,92.7389
25 Feb 2009,93.3245
26 Feb 2009,93.1909
27 Feb 2009,93.7351
02 Mar 2009,94.4577
03 Mar 2009,94.9074
04 Mar 2009,94.9388
05 Mar 2009,94.6608
06 Mar 2009,94.2103
09 Mar 2009,95.0765
10 Mar 2009,94.1669
11 Mar 2009,93.9765
12 Mar 2009,94.1616
13 Mar 2009,93.5731
16 Mar 2009,93.1944
17 Mar 2009,93.495
18 Mar 2009,92.9419
19 Mar 2009,89.1647
20 Mar 2009,90.3729
23 Mar 2009,90.5288
24 Mar 2009,90.546
25 Mar 2009,90.5172
26 Mar 2009,90.8783
27 Mar 2009,91.5628
30 Mar 2009,92.0113
31 Mar 2009,92.2034
01 Apr 2009,92.4738
02 Apr 2009,91.4811
03 Apr 2009,91.3847
06 Apr 2009,91.8045
07 Apr 2009,92.0538
08 Apr 2009,92.1216
09 Apr 2009,91.9899
14 Apr 2009,91.1565
15 Apr 2009,91.2893
16 Apr 2009,91.2097
17 Apr 2009,91.7311
20 Apr 2009,92.416
21 Apr 2009,92.4186
22 Apr 2009,92.0959
23 Apr 2009,91.7605
24 Apr 2009,90.7129
27 Apr 2009,90.7877
28 Apr 2009,91.1191
29 Apr 2009,90.3477
30 Apr 2009,90.4578
01 May 2009,90.7654
05 May 2009,90.016
06 May 2009,90.05
07 May 2009,89.7196
08 May 2009,89.3737
11 May 2009,88.6575
12 May 2009,88.3194
13 May 2009,88.4085
14 May 2009,88.5275
15 May 2009,88.1856
18 May 2009,88.4604
19 May 2009,88.0228
20 May 2009,87.0368
21 May 2009,86.885
22 May 2009,85.9662
26 May 2009,85.9243
27 May 2009,85.9024
28 May 2009,86.3863
29 May 2009,85.1549
01 Jun 2009,85.0707
02 Jun 2009,84.4784
03 Jun 2009,85.1026
04 Jun 2009,85.3957
05 Jun 2009,86.5605
08 Jun 2009,87.2861
09 Jun 2009,86.1538
10 Jun 2009,86.362
11 Jun 2009,85.8765
12 Jun 2009,86.5106
15 Jun 2009,87.1543
16 Jun 2009,86.613
17 Jun 2009,86.6953
18 Jun 2009,86.3384
19 Jun 2009,86.611
22 Jun 2009,86.9407
23 Jun 2009,86.5341
24 Jun 2009,86.2335
25 Jun 2009,87.2153
26 Jun 2009,86.2221
29 Jun 2009,86.4418
30 Jun 2009,86.8378
01 Jul 2009,86.3865
02 Jul 2009,86.7605
03 Jul 2009,86.8074
06 Jul 2009,86.7612
07 Jul 2009,86.6188
08 Jul 2009,86.697
09 Jul 2009,86.0633
10 Jul 2009,86.049
13 Jul 2009,86.1249
14 Jul 2009,85.7628
15 Jul 2009,85.2626
16 Jul 2009,85.0827
17 Jul 2009,85.2386
20 Jul 2009,84.9104
21 Jul 2009,84.4794
22 Jul 2009,84.4935
23 Jul 2009,84.4672
