SERIES,DESCRIPTION
XUDLUSG,Effective exchange rate index - US $ (1990 average = 100)

DATE,XUDLUSG
02 Jan 1975,117.3693
03 Jan 1975,117.1071
06 Jan 1975,116.7672
07 Jan 1975,116.5889
08 Jan 1975,116.9035
09 Jan 1975,116.8024
10 Jan 1975,116.7792
13 Jan 1975,116.6711
14 Jan 1975,117.011
15 Jan 1975,116.898
16 Jan 1975,116.8404
17 Jan 1975,116.8573
20 Jan 1975,116.6731
21 Jan 1975,116.4839
22 Jan 1975,115.9145
23 Jan 1975,115.7467
24 Jan 1975,115.0708
27 Jan 1975,114.6912
28 Jan 1975,115.1529
29 Jan 1975,115.569
30 Jan 1975,115.5417
31 Jan 1975,115.502
03 Feb 1975,115.6427
04 Feb 1975,116.0195
05 Feb 1975,116.0068
06 Feb 1975,115.7931
07 Feb 1975,115.5113
10 Feb 1975,114.8437
11 Feb 1975,114.6719
12 Feb 1975,114.7831
13 Feb 1975,114.7818
14 Feb 1975,114.5716
17 Feb 1975,114.4268
18 Feb 1975,114.4609
19 Feb 1975,114.3476
20 Feb 1975,114.0529
21 Feb 1975,113.8485
24 Feb 1975,113.0438
25 Feb 1975,113.3452
26 Feb 1975,113.0158
27 Feb 1975,112.8109
28 Feb 1975,112.8459
03 Mar 1975,112.6284
04 Mar 1975,112.8151
05 Mar 1975,112.8266
06 Mar 1975,113.0631
07 Mar 1975,113.5844
10 Mar 1975,113.5262
11 Mar 1975,113.106
12 Mar 1975,113.6568
13 Mar 1975,113.7345
14 Mar 1975,113.5498
17 Mar 1975,113.3216
18 Mar 1975,113.2038
19 Mar 1975,113.2691
20 Mar 1975,113.2547
21 Mar 1975,113.4313
24 Mar 1975,113.6253
25 Mar 1975,113.8858
26 Mar 1975,114.0526
27 Mar 1975,114.3808
01 Apr 1975,114.1019
02 Apr 1975,114.1789
03 Apr 1975,114.3856
04 Apr 1975,114.7421
07 Apr 1975,114.6672
08 Apr 1975,114.4783
09 Apr 1975,114.5653
10 Apr 1975,114.8614
11 Apr 1975,114.689
14 Apr 1975,114.8396
15 Apr 1975,114.596
16 Apr 1975,114.5831
17 Apr 1975,114.4808
18 Apr 1975,114.3996
21 Apr 1975,114.6938
22 Apr 1975,114.6641
23 Apr 1975,114.2895
24 Apr 1975,114.4085
25 Apr 1975,114.6876
28 Apr 1975,114.8212
29 Apr 1975,114.5837
30 Apr 1975,114.3079
01 May 1975,114.243
02 May 1975,114.1388
05 May 1975,113.8749
06 May 1975,113.9084
07 May 1975,113.7863
08 May 1975,113.6376
09 May 1975,113.71
12 May 1975,113.6288
13 May 1975,113.2762
14 May 1975,113.4598
15 May 1975,113.7584
16 May 1975,113.7032
19 May 1975,113.647
20 May 1975,113.7639
21 May 1975,113.6104
22 May 1975,113.2466
23 May 1975,113.2834
27 May 1975,113.2436
28 May 1975,113.2089
29 May 1975,113.3633
30 May 1975,113.6868
02 Jun 1975,113.6566
03 Jun 1975,113.3391
04 Jun 1975,113.4627
05 Jun 1975,113.5727
06 Jun 1975,113.61
09 Jun 1975,113.6586
10 Jun 1975,113.6583
11 Jun 1975,113.7393
12 Jun 1975,113.731
13 Jun 1975,113.7998
16 Jun 1975,113.9316
17 Jun 1975,113.8346
18 Jun 1975,114.0588
19 Jun 1975,114.0454
20 Jun 1975,114.0242
23 Jun 1975,114.1607
24 Jun 1975,114.3986
25 Jun 1975,114.5364
26 Jun 1975,114.4551
27 Jun 1975,114.6116
30 Jun 1975,114.8406
01 Jul 1975,114.9077
02 Jul 1975,115.2427
03 Jul 1975,115.3731
04 Jul 1975,115.4966
07 Jul 1975,115.6286
08 Jul 1975,115.4532
09 Jul 1975,115.4254
10 Jul 1975,115.81
11 Jul 1975,115.9899
14 Jul 1975,116.1917
15 Jul 1975,116.2303
16 Jul 1975,116.5753
17 Jul 1975,116.8396
18 Jul 1975,116.9883
21 Jul 1975,117.1966
22 Jul 1975,117.1351
23 Jul 1975,117.5877
24 Jul 1975,117.5774
25 Jul 1975,117.4906
28 Jul 1975,117.8971
29 Jul 1975,117.9617
30 Jul 1975,118.2735
31 Jul 1975,118.3168
01 Aug 1975,118.3867
04 Aug 1975,118.4139
05 Aug 1975,118.2174
06 Aug 1975,118.4042
07 Aug 1975,118.7038
08 Aug 1975,118.626
11 Aug 1975,118.7143
12 Aug 1975,118.7409
13 Aug 1975,118.6645
14 Aug 1975,118.5591
15 Aug 1975,118.4962
18 Aug 1975,118.4328
19 Aug 1975,118.2734
20 Aug 1975,118.3595
21 Aug 1975,118.4018
22 Aug 1975,118.5132
26 Aug 1975,118.6698
27 Aug 1975,118.691
28 Aug 1975,118.7558
29 Aug 1975,118.8445
01 Sep 1975,118.9409
02 Sep 1975,118.8977
03 Sep 1975,118.7871
04 Sep 1975,118.9127
05 Sep 1975,118.9842
08 Sep 1975,119.022
09 Sep 1975,119.0114
10 Sep 1975,119.0949
11 Sep 1975,119.0955
12 Sep 1975,119.2476
15 Sep 1975,119.3301
16 Sep 1975,119.7117
17 Sep 1975,119.9906
18 Sep 1975,120.3571
19 Sep 1975,120.5517
22 Sep 1975,121.0762
23 Sep 1975,121.6259
24 Sep 1975,121.423
25 Sep 1975,121.1019
26 Sep 1975,121.1706
29 Sep 1975,121.505
30 Sep 1975,121.1336
01 Oct 1975,120.7024
02 Oct 1975,120.6687
03 Oct 1975,121.0033
06 Oct 1975,120.7288
07 Oct 1975,120.5
08 Oct 1975,120.6182
09 Oct 1975,120.457
10 Oct 1975,120.113
13 Oct 1975,119.7999
14 Oct 1975,120.3
15 Oct 1975,119.8525
16 Oct 1975,119.7295
17 Oct 1975,119.8216
20 Oct 1975,119.7581
21 Oct 1975,119.5003
22 Oct 1975,119.3924
23 Oct 1975,119.6326
24 Oct 1975,119.658
27 Oct 1975,119.7079
28 Oct 1975,119.8338
29 Oct 1975,119.8614
30 Oct 1975,119.5512
31 Oct 1975,119.6651
03 Nov 1975,119.6773
04 Nov 1975,119.897
05 Nov 1975,120.0181
06 Nov 1975,119.8336
07 Nov 1975,119.9213
10 Nov 1975,119.9979
11 Nov 1975,120.1349
12 Nov 1975,120.0706
13 Nov 1975,120.2594
14 Nov 1975,120.5051
17 Nov 1975,120.906
18 Nov 1975,120.9456
19 Nov 1975,120.8557
20 Nov 1975,120.5952
21 Nov 1975,120.8147
24 Nov 1975,120.8747
25 Nov 1975,120.8136
26 Nov 1975,120.9214
27 Nov 1975,121.1507
28 Nov 1975,121.3206
01 Dec 1975,121.3848
02 Dec 1975,121.244
03 Dec 1975,121.3348
04 Dec 1975,121.2797
05 Dec 1975,121.5521
08 Dec 1975,121.5781
09 Dec 1975,121.5932
10 Dec 1975,121.5406
11 Dec 1975,121.5051
12 Dec 1975,121.4848
15 Dec 1975,121.6102
16 Dec 1975,121.5981
17 Dec 1975,121.5153
18 Dec 1975,121.4514
19 Dec 1975,121.4218
22 Dec 1975,121.386
23 Dec 1975,121.3259
24 Dec 1975,121.3189
29 Dec 1975,121.3265
30 Dec 1975,121.2582
31 Dec 1975,121.2842
02 Jan 1976,121.2556
05 Jan 1976,120.9857
06 Jan 1976,121.0389
07 Jan 1976,120.9476
08 Jan 1976,121.1273
09 Jan 1976,121.216
12 Jan 1976,121.1884
13 Jan 1976,121.4292
14 Jan 1976,121.3997
15 Jan 1976,121.5429
16 Jan 1976,121.4561
19 Jan 1976,121.3238
20 Jan 1976,121.4056
21 Jan 1976,121.7824
22 Jan 1976,121.9251
23 Jan 1976,121.8832
26 Jan 1976,121.8406
27 Jan 1976,121.8054
28 Jan 1976,121.8231
29 Jan 1976,121.8759
30 Jan 1976,121.8765
02 Feb 1976,121.7171
03 Feb 1976,121.7568
04 Feb 1976,121.3683
05 Feb 1976,121.5392
06 Feb 1976,121.6321
09 Feb 1976,121.6188
10 Feb 1976,121.6054
11 Feb 1976,121.4228
12 Feb 1976,121.442
13 Feb 1976,121.616
16 Feb 1976,121.8242
17 Feb 1976,121.9243
18 Feb 1976,121.9226
19 Feb 1976,121.9254
20 Feb 1976,122.1287
23 Feb 1976,122.3029
24 Feb 1976,122.2215
25 Feb 1976,122.2444
26 Feb 1976,122.3237
27 Feb 1976,122.4045
01 Mar 1976,122.3857
02 Mar 1976,122.4131
03 Mar 1976,122.4378
04 Mar 1976,122.5994
05 Mar 1976,122.6725
08 Mar 1976,122.9401
09 Mar 1976,123.0919
10 Mar 1976,123.3346
11 Mar 1976,123.4172
12 Mar 1976,123.3845
15 Mar 1976,123.5564
16 Mar 1976,123.8711
17 Mar 1976,123.6822
18 Mar 1976,123.5481
19 Mar 1976,123.4357
22 Mar 1976,123.431
23 Mar 1976,123.4665
24 Mar 1976,123.4302
25 Mar 1976,123.4264
26 Mar 1976,123.5321
29 Mar 1976,123.5501
30 Mar 1976,123.3947
31 Mar 1976,123.394
01 Apr 1976,123.4269
02 Apr 1976,123.7338
05 Apr 1976,123.7765
06 Apr 1976,123.8055
07 Apr 1976,123.886
08 Apr 1976,123.8374
09 Apr 1976,124.062
12 Apr 1976,124.2328
13 Apr 1976,123.9505
14 Apr 1976,123.6454
15 Apr 1976,123.688
20 Apr 1976,123.9643
21 Apr 1976,124.1233
22 Apr 1976,124.2119
23 Apr 1976,124.2391
26 Apr 1976,124.3668
27 Apr 1976,124.2862
28 Apr 1976,124.2225
29 Apr 1976,124.1386
30 Apr 1976,124.2373
03 May 1976,124.2651
04 May 1976,124.1615
05 May 1976,124.2774
06 May 1976,124.019
07 May 1976,123.926
10 May 1976,123.8457
11 May 1976,123.9376
12 May 1976,124.0863
13 May 1976,124.1539
14 May 1976,124.2851
17 May 1976,124.5614
18 May 1976,124.487
19 May 1976,124.528
20 May 1976,124.523
21 May 1976,124.8143
24 May 1976,124.7154
25 May 1976,124.7393
26 May 1976,124.9529
27 May 1976,124.8587
28 May 1976,125.0912
01 Jun 1976,125.3013
02 Jun 1976,125.3684
03 Jun 1976,125.5298
04 Jun 1976,125.5404
07 Jun 1976,125.1775
08 Jun 1976,125.0228
09 Jun 1976,124.9741
10 Jun 1976,125.0807
11 Jun 1976,125.0739
14 Jun 1976,125.0756
15 Jun 1976,125.0587
16 Jun 1976,125.1013
17 Jun 1976,125.236
18 Jun 1976,125.1671
21 Jun 1976,125.2626
22 Jun 1976,125.2402
23 Jun 1976,125.0003
24 Jun 1976,125.0759
25 Jun 1976,125.1662
28 Jun 1976,124.8247
29 Jun 1976,124.6881
30 Jun 1976,124.9447
01 Jul 1976,124.7738
02 Jul 1976,124.7275
05 Jul 1976,124.6123
06 Jul 1976,124.6399
07 Jul 1976,124.6654
08 Jul 1976,124.7077
09 Jul 1976,124.9338
12 Jul 1976,124.8047
13 Jul 1976,124.6394
14 Jul 1976,124.2424
15 Jul 1976,124.2867
16 Jul 1976,124.5731
19 Jul 1976,124.5383
20 Jul 1976,124.4468
21 Jul 1976,124.5395
22 Jul 1976,124.4858
23 Jul 1976,124.6324
26 Jul 1976,124.5932
27 Jul 1976,124.5318
28 Jul 1976,124.3303
29 Jul 1976,124.2775
30 Jul 1976,124.1602
02 Aug 1976,123.9062
03 Aug 1976,123.94
04 Aug 1976,123.6541
05 Aug 1976,123.7276
06 Aug 1976,123.6748
09 Aug 1976,123.6523
10 Aug 1976,123.7529
11 Aug 1976,123.6983
12 Aug 1976,123.7684
13 Aug 1976,123.6362
16 Aug 1976,123.4045
17 Aug 1976,122.7125
18 Aug 1976,122.8968
19 Aug 1976,123.0149
20 Aug 1976,123.1977
23 Aug 1976,123.1743
24 Aug 1976,123.0103
25 Aug 1976,123.2303
26 Aug 1976,123.1337
27 Aug 1976,123.1704
31 Aug 1976,123.3424
01 Sep 1976,123.2834
02 Sep 1976,123.2273
03 Sep 1976,123.128
06 Sep 1976,123.2163
07 Sep 1976,123.2238
08 Sep 1976,123.1435
09 Sep 1976,123.0921
10 Sep 1976,123.1808
13 Sep 1976,123.1761
14 Sep 1976,123.1683
15 Sep 1976,122.9402
16 Sep 1976,122.8969
17 Sep 1976,123.0549
20 Sep 1976,123.1907
21 Sep 1976,123.3815
22 Sep 1976,123.085
23 Sep 1976,123.3574
24 Sep 1976,123.3949
27 Sep 1976,123.4392
28 Sep 1976,123.6212
29 Sep 1976,123.5339
30 Sep 1976,123.2411
01 Oct 1976,123.5692
04 Oct 1976,123.3661
05 Oct 1976,123.24
06 Oct 1976,123.3152
07 Oct 1976,123.3209
08 Oct 1976,123.4591
11 Oct 1976,123.6778
12 Oct 1976,123.6857
13 Oct 1976,123.777
14 Oct 1976,124.1075
15 Oct 1976,124.2044
18 Oct 1976,124.4405
19 Oct 1976,124.2461
20 Oct 1976,124.0707
21 Oct 1976,124.2
22 Oct 1976,124.3229
25 Oct 1976,124.5101
26 Oct 1976,124.6203
27 Oct 1976,124.5666
28 Oct 1976,124.6983
29 Oct 1976,124.6412
01 Nov 1976,124.8729
02 Nov 1976,124.7747
03 Nov 1976,124.6213
04 Nov 1976,124.5146
05 Nov 1976,124.4713
08 Nov 1976,124.4248
09 Nov 1976,124.4288
10 Nov 1976,124.312
11 Nov 1976,124.3339
12 Nov 1976,124.3177
15 Nov 1976,124.3041
16 Nov 1976,124.2446
17 Nov 1976,124.1345
18 Nov 1976,124.1237
19 Nov 1976,123.842
22 Nov 1976,123.7633
23 Nov 1976,123.5505
24 Nov 1976,123.6915
25 Nov 1976,123.5024
26 Nov 1976,123.3139
29 Nov 1976,122.9231
30 Nov 1976,122.7339
01 Dec 1976,122.7415
02 Dec 1976,122.8722
03 Dec 1976,123.1124
06 Dec 1976,122.7143
07 Dec 1976,122.7149
08 Dec 1976,122.7803
09 Dec 1976,122.6279
10 Dec 1976,122.472
13 Dec 1976,122.4981
14 Dec 1976,122.697
15 Dec 1976,122.6475
16 Dec 1976,122.7707
17 Dec 1976,122.6552
20 Dec 1976,122.4557
21 Dec 1976,122.3775
22 Dec 1976,122.2099
23 Dec 1976,122.296
24 Dec 1976,122.2831
29 Dec 1976,121.9859
30 Dec 1976,122.0757
31 Dec 1976,122.7993
04 Jan 1977,122.1518
05 Jan 1977,122.205
06 Jan 1977,122.4155
07 Jan 1977,122.6542
10 Jan 1977,122.9898
11 Jan 1977,122.9567
12 Jan 1977,122.8153
13 Jan 1977,123.0067
14 Jan 1977,123.1456
17 Jan 1977,123.0982
18 Jan 1977,123.179
19 Jan 1977,122.8874
20 Jan 1977,122.9124
21 Jan 1977,123.0036
24 Jan 1977,123.0679
25 Jan 1977,123.2206
26 Jan 1977,123.065
27 Jan 1977,123.3097
28 Jan 1977,123.4517
31 Jan 1977,123.1085
01 Feb 1977,123.1501
02 Feb 1977,123.2263
03 Feb 1977,123.2675
04 Feb 1977,123.216
07 Feb 1977,123.1472
08 Feb 1977,123.0259
09 Feb 1977,122.808
10 Feb 1977,122.7502
11 Feb 1977,122.7469
14 Feb 1977,122.2141
15 Feb 1977,122.7427
16 Feb 1977,122.662
17 Feb 1977,122.5076
18 Feb 1977,122.6262
21 Feb 1977,122.5738
22 Feb 1977,122.6176
23 Feb 1977,122.7482
24 Feb 1977,123.0138
25 Feb 1977,122.9014
28 Feb 1977,123.0975
01 Mar 1977,123.0671
02 Mar 1977,122.7987
03 Mar 1977,122.6653
04 Mar 1977,123.0515
07 Mar 1977,123.019
08 Mar 1977,122.8984
09 Mar 1977,123.0723
10 Mar 1977,123.3534
11 Mar 1977,123.3223
14 Mar 1977,123.0123
15 Mar 1977,123.1638
16 Mar 1977,123.0868
17 Mar 1977,122.9945
18 Mar 1977,122.9444
21 Mar 1977,122.6395
22 Mar 1977,122.5689
23 Mar 1977,122.4222
24 Mar 1977,122.5663
25 Mar 1977,122.5655
28 Mar 1977,122.2793
29 Mar 1977,122.3362
30 Mar 1977,122.4389
31 Mar 1977,122.6302
01 Apr 1977,122.2479
04 Apr 1977,122.3195
05 Apr 1977,122.0928
06 Apr 1977,122.0541
07 Apr 1977,122.172
12 Apr 1977,121.5404
13 Apr 1977,121.6374
14 Apr 1977,121.7439
15 Apr 1977,121.9016
18 Apr 1977,121.9699
19 Apr 1977,122.0757
20 Apr 1977,122.3043
21 Apr 1977,122.2203
22 Apr 1977,122.2783
25 Apr 1977,122.2455
26 Apr 1977,122.3594
27 Apr 1977,122.2106
28 Apr 1977,122.0599
29 Apr 1977,122.0889
02 May 1977,122.0982
03 May 1977,122.2301
04 May 1977,121.8504
05 May 1977,121.784
06 May 1977,121.9736
09 May 1977,122.2642
10 May 1977,122.1346
11 May 1977,122.3346
12 May 1977,122.4582
13 May 1977,122.2375
16 May 1977,122.237
17 May 1977,122.1329
18 May 1977,122.0905
19 May 1977,122.0514
20 May 1977,122.1957
23 May 1977,122.2227
24 May 1977,122.2909
25 May 1977,122.1582
26 May 1977,122.0747
27 May 1977,122.1435
31 May 1977,122.1867
01 Jun 1977,122.2469
02 Jun 1977,122.1913
03 Jun 1977,122.145
06 Jun 1977,122.145
08 Jun 1977,121.9054
09 Jun 1977,121.9421
10 Jun 1977,121.8764
13 Jun 1977,121.5863
14 Jun 1977,121.7136
15 Jun 1977,121.7202
16 Jun 1977,121.6923
17 Jun 1977,121.8171
20 Jun 1977,121.87
21 Jun 1977,121.9064
22 Jun 1977,121.7308
23 Jun 1977,121.7461
24 Jun 1977,121.7749
27 Jun 1977,121.7473
28 Jun 1977,121.6398
29 Jun 1977,120.9639
30 Jun 1977,120.951
01 Jul 1977,120.9158
04 Jul 1977,120.2936
05 Jul 1977,120.2128
06 Jul 1977,120.3529
07 Jul 1977,120.1871
08 Jul 1977,120.189
11 Jul 1977,119.7253
12 Jul 1977,120.2658
13 Jul 1977,120.2416
14 Jul 1977,120.401
15 Jul 1977,120.4077
18 Jul 1977,120.021
19 Jul 1977,119.961
20 Jul 1977,120.0313
21 Jul 1977,120.1251
22 Jul 1977,119.9376
25 Jul 1977,119.7897
26 Jul 1977,119.8588
27 Jul 1977,119.9904
28 Jul 1977,120.254
29 Jul 1977,120.7992
01 Aug 1977,120.9421
02 Aug 1977,120.802
03 Aug 1977,120.6427
04 Aug 1977,120.7858
05 Aug 1977,120.7274
08 Aug 1977,121.0243
09 Aug 1977,120.9769
10 Aug 1977,121.1861
11 Aug 1977,121.0545
12 Aug 1977,121.3404
15 Aug 1977,121.5091
16 Aug 1977,121.6957
17 Aug 1977,121.3501
18 Aug 1977,121.3629
19 Aug 1977,121.4095
22 Aug 1977,121.237
23 Aug 1977,121.1664
24 Aug 1977,120.8857
25 Aug 1977,121.1187
26 Aug 1977,121.1781
30 Aug 1977,121.6121
31 Aug 1977,121.4932
01 Sep 1977,121.6173
02 Sep 1977,121.5916
05 Sep 1977,121.6585
06 Sep 1977,121.636
07 Sep 1977,121.5416
08 Sep 1977,121.4637
09 Sep 1977,121.5327
12 Sep 1977,121.5843
13 Sep 1977,121.541
14 Sep 1977,121.6489
15 Sep 1977,121.5699
16 Sep 1977,121.6091
19 Sep 1977,121.5772
20 Sep 1977,121.5281
21 Sep 1977,121.4509
22 Sep 1977,121.4433
23 Sep 1977,121.544
26 Sep 1977,121.4444
27 Sep 1977,121.5062
28 Sep 1977,121.4868
29 Sep 1977,121.2848
30 Sep 1977,120.7979
03 Oct 1977,120.2217
04 Oct 1977,120.4633
05 Oct 1977,120.4443
06 Oct 1977,120.1634
07 Oct 1977,120.0206
10 Oct 1977,119.9869
11 Oct 1977,120.231
12 Oct 1977,119.9632
13 Oct 1977,119.8027
14 Oct 1977,119.4339
17 Oct 1977,119.3733
18 Oct 1977,119.4239
19 Oct 1977,119.4077
20 Oct 1977,119.7457
21 Oct 1977,119.6738
24 Oct 1977,119.3628
25 Oct 1977,119.5193
26 Oct 1977,119.3712
27 Oct 1977,119.1672
28 Oct 1977,118.9294
31 Oct 1977,118.4742
01 Nov 1977,117.6962
02 Nov 1977,118.0549
03 Nov 1977,118.3211
04 Nov 1977,118.6535
07 Nov 1977,118.5475
08 Nov 1977,118.4892
09 Nov 1977,118.5928
10 Nov 1977,118.2899
11 Nov 1977,118.2528
14 Nov 1977,117.991
15 Nov 1977,118.0184
16 Nov 1977,117.9003
17 Nov 1977,118.1724
18 Nov 1977,117.768
21 Nov 1977,117.4188
22 Nov 1977,117.1287
23 Nov 1977,117.0787
24 Nov 1977,116.9464
25 Nov 1977,116.91
28 Nov 1977,116.8109
29 Nov 1977,117.5127
30 Nov 1977,117.6727
01 Dec 1977,117.2336
02 Dec 1977,117.2555
05 Dec 1977,116.7037
06 Dec 1977,116.5082
07 Dec 1977,116.2982
08 Dec 1977,116.0857
09 Dec 1977,116.4336
12 Dec 1977,116.2
13 Dec 1977,116.0042
14 Dec 1977,115.0225
15 Dec 1977,115.5088
16 Dec 1977,115.4485
19 Dec 1977,114.9812
20 Dec 1977,114.5831
21 Dec 1977,114.7386
22 Dec 1977,115.5924
23 Dec 1977,115.532
28 Dec 1977,114.8595
29 Dec 1977,114.3442
30 Dec 1977,114.0477
03 Jan 1978,113.2229
04 Jan 1978,112.867
05 Jan 1978,115.2067
06 Jan 1978,114.7018
09 Jan 1978,114.9359
10 Jan 1978,114.9755
11 Jan 1978,114.4338
12 Jan 1978,114.1639
13 Jan 1978,114.7092
16 Jan 1978,114.6397
17 Jan 1978,115.0192
18 Jan 1978,115.0646
19 Jan 1978,114.9961
20 Jan 1978,114.911
23 Jan 1978,114.6569
24 Jan 1978,114.546
25 Jan 1978,114.4239
26 Jan 1978,114.4203
27 Jan 1978,114.5522
30 Jan 1978,114.729
31 Jan 1978,114.5978
01 Feb 1978,114.755
02 Feb 1978,114.8819
03 Feb 1978,114.9894
06 Feb 1978,114.8994
07 Feb 1978,115.0181
08 Feb 1978,114.9567
09 Feb 1978,114.9668
10 Feb 1978,114.9768
13 Feb 1978,114.8013
14 Feb 1978,114.5502
15 Feb 1978,114.6361
16 Feb 1978,114.4534
17 Feb 1978,114.2879
20 Feb 1978,113.3098
21 Feb 1978,113.7967
22 Feb 1978,113.7284
23 Feb 1978,113.2862
24 Feb 1978,113.5475
27 Feb 1978,114.0818
28 Feb 1978,113.5226
01 Mar 1978,113.3458
02 Mar 1978,113.3228
03 Mar 1978,113.6036
06 Mar 1978,113.4356
07 Mar 1978,113.2517
08 Mar 1978,113.1297
09 Mar 1978,113.53
10 Mar 1978,114.0526
13 Mar 1978,113.7853
14 Mar 1978,113.5158
15 Mar 1978,113.4019
16 Mar 1978,112.9997
17 Mar 1978,112.8874
20 Mar 1978,112.854
21 Mar 1978,113.1561
22 Mar 1978,112.9768
23 Mar 1978,113.0464
28 Mar 1978,112.1106
29 Mar 1978,111.6684
30 Mar 1978,111.8833
31 Mar 1978,111.3249
03 Apr 1978,110.9333
04 Apr 1978,111.1825
05 Apr 1978,111.2535
06 Apr 1978,111.0822
07 Apr 1978,111.2479
10 Apr 1978,111.2305
11 Apr 1978,111.3029
12 Apr 1978,111.2316
13 Apr 1978,111.5402
14 Apr 1978,111.8142
17 Apr 1978,112.1803
18 Apr 1978,112.2165
19 Apr 1978,112.4208
20 Apr 1978,113.7636
21 Apr 1978,113.5476
24 Apr 1978,113.8857
25 Apr 1978,113.6345
26 Apr 1978,113.4864
27 Apr 1978,112.6038
28 Apr 1978,112.8897
02 May 1978,113.2245
03 May 1978,113.2635
04 May 1978,112.8518
05 May 1978,112.9114
08 May 1978,113.1964
09 May 1978,113.3814
10 May 1978,113.0164
11 May 1978,113.1229
12 May 1978,113.2539
15 May 1978,113.4195
16 May 1978,113.9262
17 May 1978,113.9207
18 May 1978,113.4803
19 May 1978,113.6202
22 May 1978,113.979
23 May 1978,114.0387
24 May 1978,113.9487
25 May 1978,113.4981
26 May 1978,113.4602
30 May 1978,112.9328
31 May 1978,112.4146
01 Jun 1978,112.3121
02 Jun 1978,112.0519
05 Jun 1978,112.2449
06 Jun 1978,112.3919
07 Jun 1978,112.2528
08 Jun 1978,112.0888
09 Jun 1978,112.2064
12 Jun 1978,111.5855
13 Jun 1978,111.4866
14 Jun 1978,111.2269
15 Jun 1978,111.496
16 Jun 1978,111.4232
19 Jun 1978,110.9725
20 Jun 1978,110.518
21 Jun 1978,110.2895
22 Jun 1978,110.6196
23 Jun 1978,109.7547
26 Jun 1978,109.615
27 Jun 1978,109.6515
28 Jun 1978,109.3205
29 Jun 1978,109.2409
30 Jun 1978,108.9548
03 Jul 1978,108.5225
04 Jul 1978,107.9036
05 Jul 1978,108.0509
06 Jul 1978,108.8605
07 Jul 1978,108.4216
10 Jul 1978,107.8126
11 Jul 1978,108.2327
12 Jul 1978,108.4129
13 Jul 1978,108.3458
14 Jul 1978,108.3436
17 Jul 1978,108.5722
18 Jul 1978,108.4887
19 Jul 1978,108.2024
20 Jul 1978,108.0315
21 Jul 1978,107.7858
24 Jul 1978,107.0191
25 Jul 1978,106.7578
26 Jul 1978,106.6502
27 Jul 1978,106.7005
28 Jul 1978,105.8511
31 Jul 1978,105.5669
01 Aug 1978,105.1366
02 Aug 1978,105.2598
03 Aug 1978,105.472
04 Aug 1978,105.5962
07 Aug 1978,105.3557
08 Aug 1978,104.9339
09 Aug 1978,104.5804
10 Aug 1978,104.2976
11 Aug 1978,103.8673
14 Aug 1978,103.0851
15 Aug 1978,103.1658
16 Aug 1978,103.1798
17 Aug 1978,104.9036
18 Aug 1978,104.6424
21 Aug 1978,105.9563
22 Aug 1978,105.5183
23 Aug 1978,105.726
24 Aug 1978,105.5296
25 Aug 1978,106.1293
29 Aug 1978,105.5279
30 Aug 1978,105.3067
31 Aug 1978,105.4821
01 Sep 1978,105.485
04 Sep 1978,105.1661
05 Sep 1978,105.3198
06 Sep 1978,105.2871
07 Sep 1978,105.7867
08 Sep 1978,106.0856
11 Sep 1978,106.1528
12 Sep 1978,105.9609
13 Sep 1978,105.3565
14 Sep 1978,105.6762
15 Sep 1978,105.3279
18 Sep 1978,105.5812
19 Sep 1978,105.5149
20 Sep 1978,105.0011
21 Sep 1978,104.6022
22 Sep 1978,104.9344
25 Sep 1978,104.6472
26 Sep 1978,105.0954
27 Sep 1978,105.0213
28 Sep 1978,105.0724
29 Sep 1978,104.9597
02 Oct 1978,105.1222
03 Oct 1978,104.7253
04 Oct 1978,104.2327
05 Oct 1978,104.1852
06 Oct 1978,104.3496
09 Oct 1978,104.4083
10 Oct 1978,104.3029
11 Oct 1978,103.4416
12 Oct 1978,103.7324
13 Oct 1978,103.5233
16 Oct 1978,103.1545
17 Oct 1978,102.3591
18 Oct 1978,102.3735
19 Oct 1978,102.6748
20 Oct 1978,102.1372
23 Oct 1978,101.8294
24 Oct 1978,101.9649
25 Oct 1978,101.073
26 Oct 1978,100.4107
27 Oct 1978,100.2122
30 Oct 1978,99.0582
31 Oct 1978,99.1983
01 Nov 1978,102.8406
02 Nov 1978,103.7561
03 Nov 1978,104.2336
06 Nov 1978,104.6863
07 Nov 1978,104.47
08 Nov 1978,103.9605
09 Nov 1978,104.0615
10 Nov 1978,104.4005
13 Nov 1978,104.2073
14 Nov 1978,104.4253
15 Nov 1978,104.9265
16 Nov 1978,105.8664
17 Nov 1978,106.2595
20 Nov 1978,106.6566
21 Nov 1978,106.1502
22 Nov 1978,106.2556
23 Nov 1978,106.095
24 Nov 1978,106.4182
27 Nov 1978,106.9541
28 Nov 1978,106.7428
29 Nov 1978,106.5163
30 Nov 1978,107.0592
01 Dec 1978,106.9446
04 Dec 1978,106.9055
05 Dec 1978,106.6258
06 Dec 1978,106.5111
07 Dec 1978,106.9528
08 Dec 1978,106.6836
11 Dec 1978,106.0943
12 Dec 1978,106.2048
13 Dec 1978,106.3482
14 Dec 1978,106.1046
15 Dec 1978,105.9465
18 Dec 1978,104.8513
19 Dec 1978,104.5753
20 Dec 1978,104.6819
21 Dec 1978,105.1643
22 Dec 1978,104.9504
27 Dec 1978,104.4166
28 Dec 1978,104.4638
29 Dec 1978,104.264
02 Jan 1979,104.1558
